artifact_path,artifact_type,verdict,reason,required_batch,owner,status
"governance/REQUIREMENTS_REGISTRY.json","requirement_registry","BLOCKED","Apply five stable FR changes and resolve FR-169 under HD-003","B","product_authority","pending_HD-003"
"governance/GLOSSARY_REGISTRY.yaml","governance_registry","PATCH_REQUIRED","Change one-of-four definition and add Activative Call Reaction Receipt Expression Moment semantic packs and dual-order terms","B","product_authority","mapped"
"governance/ASSUMPTION_REGISTER.yaml","governance_registry","BLOCKED","A-002 conflicts with the fifth category","B","product_authority","pending_HD-001"
"governance/ARCHITECTURAL_PROHIBITIONS.json","governance_registry","PATCH_REQUIRED","AG-004 must protect all five categories without altering the other anti-goals","B","product_authority","mapped"
"governance/SOURCE_REGISTER.md","source_registry","PATCH_REQUIRED","Register the pinned constitution and precedence role","B","source_authority","mapped"
"governance/SOURCE_REGISTER.json","source_registry","PATCH_REQUIRED","Register the pinned constitution using a consistent source identifier shape","B","source_authority","mapped"
"governance/SUCCESS_METRICS.yaml","metrics_registry","PATCH_REQUIRED","Add or expand explicit constitutional semantic-chain and evaluation completeness measures","B","evaluation_governance","mapped"
"governance/TRACEABILITY_MATRIX.csv","traceability_matrix","PATCH_REQUIRED","Regenerate changed requirement titles and constitutional source links","B","product_authority","mapped"
"governance/REQUIREMENTS_COVERAGE_MAP.md","traceability_view","PATCH_REQUIRED","Regenerate after reconciled registries and D031 overlay","B","product_authority","mapped"
"governance/DECISION_TO_REQUIREMENT_MAP.csv","traceability_matrix","PATCH_REQUIRED","Represent current D031 effect without rewriting its historical decision text","B","product_authority","mapped"
"governance/DECISION_REGISTER.md","decision_registry","UNCHANGED","D031 original four-category text remains historical evidence; current effect belongs in an overlay","B","product_authority","preserved_historical"
"governance/DECISION_REGISTER.json","decision_registry","UNCHANGED","D031 original four-category text remains historical evidence; current effect belongs in an overlay","B","product_authority","preserved_historical"
"governance/COMPILATION_TARGET_REGISTRY.yaml","target_registry","UNCHANGED","Five categories do not change the three compilation targets","B","cross_product_architecture","verified"
"handoff/ARCHITECTURE_HANDOFF.md","handoff","PATCH_REQUIRED","Add precedence dual-order category lineage and wrong-reading obligations","B","architecture","mapped"
"handoff/FEATURE_TECH_SPEC_TEMPLATE.md","template","PATCH_REQUIRED","Require precedence dual-order semantic lineage and category coverage in later TS patches","B","architecture","mapped"
"handoff/EPICS_AND_STORIES_HANDOFF.md","handoff","PATCH_REQUIRED","Require extraction of binding amendment obligations before future epic design","D","planning_governance","mapped"
"templates/EPIC_STORY_TEMPLATE.md","template","PATCH_REQUIRED","Future stories must trace constitutional amendment obligations and HG-015","D","planning_governance","mapped"
"MANIFEST.json","package_manifest","PATCH_REQUIRED","Regenerate after authority and governance patch","B","documentation_tooling","mapped"
"LOCAL_VERIFICATION.json","package_verification","PATCH_REQUIRED","Regenerate consistent category source and gate counts","B","documentation_tooling","mapped"
"validation/PRD_VALIDATION_REPORT.md","validation_report","PATCH_REQUIRED","Rerun after normative shard-registry reconciliation","B","documentation_tooling","mapped"
"validation/ID_COVERAGE_REPORT.json","validation_report","PATCH_REQUIRED","Stale four-category and twelve-source counts must become five and thirteen","B","documentation_tooling","mapped"
"validation/LINK_CHECK_REPORT.json","validation_report","PATCH_REQUIRED","Rerun after adding amendment constitution and precedence links","B","documentation_tooling","mapped"
"validation/SOURCE_INTEGRITY_REPORT.json","validation_report","PATCH_REQUIRED","Verify pinned constitution hash and source record","B","documentation_tooling","mapped"
"validation/EMBEDDED_VALIDATOR_RESULT.json","validation_report","PATCH_REQUIRED","Regenerate after validator improvements","B","documentation_tooling","mapped"
"scripts/rebuild_combined_prd.py","documentation_tool","PATCH_REQUIRED","Include amendment-aware package assembly without changing production code","B","documentation_tooling","mapped"
"scripts/validate_prd_package.py","documentation_validator","PATCH_REQUIRED","Compare normative titles text and consequences rather than FR ID order alone","B","documentation_tooling","mapped"
"docs/architecture/ARCHITECTURE.md","architecture","PATCH_REQUIRED","Add precedence complete semantic chains dual-order law fifth category and HG-015 while preserving architecture shape","C","architecture","mapped"
"docs/architecture/ADR_REGISTER.yaml","adr_registry","PATCH_REQUIRED","Record constitutional applicability and supplemental ratification references without changing accepted statuses","C","architecture","mapped"
"docs/architecture/ARCHITECTURE_TRACEABILITY_MATRIX.csv","traceability_matrix","PATCH_REQUIRED","Refresh five changed FR rows and map eight constitutional corrections","C","architecture","mapped"
"docs/architecture/adr/ADR-007-EVIDENCE-IDENTITY-AND-SOURCE-PROFILES.md","accepted_adr","PATCH_REQUIRED","Extend source profiles and lineage to Reaction Receipts Expression Moments consent and frozen versions","C","evidence_architecture","mapped"
"docs/architecture/adr/ADR-008-VISUAL-INFERENCE-AND-KNOWLEDGE-STATUS.md","accepted_adr","PATCH_REQUIRED","Clarify development-time Visual Syntax First versus runtime Activation First","C","visual_architecture","mapped"
"docs/architecture/adr/ADR-010-BENCHMARK-GOVERNANCE-AND-MATURITY.md","accepted_adr","PATCH_REQUIRED","Add constitutional evaluation dimensions and conversational protected cases","C","evaluation_governance","mapped"
"docs/architecture/adr/ADR-011-CONTROL-TOWER-SURFACE.md","accepted_adr","PATCH_REQUIRED","Add additive visibility for category profile lineage receipts expression moments locks and HG-015","C","ux_and_architecture","mapped"
"docs/architecture/adr/ADR-013-TARGET-COMPILERS-AND-EXTERNAL-BOUNDARIES.md","accepted_adr","PATCH_REQUIRED","Preserve complete semantic lineage through target packages and cross-product snapshots","C","cross_product_architecture","mapped"
"docs/architecture/adr/ADR-014-FORMAT-02-RELEASE-1-REFERENCE.md","accepted_adr","UNCHANGED","Format 02 remains the sole Release 1 production reference; fifth category is structural unless HD-002 says otherwise","C","product_lead","preserved"
"docs/architecture/adr/ADR-018-FORMAT-02-ASSET-DEMAND-BOUNDARY.md","accepted_adr","PATCH_REQUIRED","Expand AssetDemand lineage to Visual Semantic Visual Narrative feature contract Composition Asset Pack T/V route and locks","C","cross_product_architecture","mapped"
"docs/architecture/ARCHITECTURE_RATIFICATION_PACKET.md","ratification_evidence","UNCHANGED","Original V1.1 ratification packet remains historical evidence","C","human_product_authority","preserved_historical"
"docs/architecture/ARCHITECTURE_RATIFICATION_BALLOT.yaml","ratification_evidence","UNCHANGED","Original V1.1 ballot remains immutable","C","human_product_authority","preserved_historical"
"docs/architecture/ARCHITECTURE_RATIFICATION_RECEIPT.yaml","ratification_evidence","UNCHANGED","Original V1.1 receipt remains immutable","C","human_product_authority","preserved_historical"
"docs/architecture/CONSTITUTIONAL_ALIGNMENT_RATIFICATION_PACKET.md","ratification_overlay","NEW_ARTIFACT","Supplemental ratification for bounded ADR and architecture amendments","C","human_product_authority","mapped"
"docs/architecture/CONSTITUTIONAL_ALIGNMENT_RATIFICATION_RECEIPT.yaml","ratification_overlay","NEW_ARTIFACT","Record human acceptance without rewriting original receipt","C","human_product_authority","mapped"
"docs/architecture/ARCHITECTURE_VALIDATION_REPORT.json","validation_report","PATCH_REQUIRED","Regenerate after Batch C","C","architecture","mapped"
"docs/architecture/README.md","architecture_index","PATCH_REQUIRED","Expose constitutional alignment overlay and preserved ratification history","C","architecture","mapped"
"docs/architecture/tools/generate_architecture_traceability.py","documentation_tool","PATCH_REQUIRED","Generate constitutional overlay rows and current requirement wording","C","architecture","mapped"
"docs/architecture/tools/validate_architecture.py","documentation_validator","PATCH_REQUIRED","Validate precedence HG-015 semantic chains and supplemental ratification","C","architecture","mapped"
"docs/tech-specs/ARCHITECTURE_PRESERVATION_CONTRACT.md","TS-00","PATCH_REQUIRED","Add constitutional precedence HG-015 complete semantic lineage and dual-order boundary","C","architecture","mapped"
"docs/tech-specs/specs/TS-01-GOVERNED-LIFECYCLE-AND-TARGET-PROFILES.md","technical_specification","PATCH_REQUIRED","Pin constitutional identity in run governance and reject unsupported category/profile state","C","TS-01","mapped"
"docs/tech-specs/specs/TS-02-CONFIGURED-EVIDENCE-WORKSPACE.md","technical_specification","PATCH_REQUIRED","Define human-reaction transcript receipt consent and provenance source profiles","C","TS-02","mapped"
"docs/tech-specs/specs/TS-03-VISUAL-SYNTAX-FIRST.md","technical_specification","PATCH_REQUIRED","Limit Visual Syntax First to discovery and require upstream Activation lineage locks and handoff","C","TS-03","mapped"
"docs/tech-specs/specs/TS-04-ATOMICITY-AND-DRAFT-HARNESS-MODEL.md","technical_specification","PATCH_REQUIRED","Recognize conversational candidates and source-backed human expression without moving execution into Builder","C","TS-04","mapped"
"docs/tech-specs/specs/TS-05-DEPENDENCY-DRIVEN-GENESIS.md","technical_specification","PATCH_REQUIRED","Ratify rich Activative Intelligence objects roles commitments locks and freeze rules","C","TS-05","mapped"
"docs/tech-specs/specs/TS-06-CANONICAL-HARNESS-IR-AND-COMPILATION.md","technical_specification","PATCH_REQUIRED","Extend Harness IR and manifests for frozen semantic lineage and both runtime chains","C","TS-06","mapped"
"docs/tech-specs/specs/TS-07-OWNERSHIP-PHASE-CONTEXT-CONTRACT-REFERENCE-REPAIR-GRAPHS.md","technical_specification","PATCH_REQUIRED","Add typed chain ownership references contracts invalidation and truth-sovereignty rules","C","TS-07","mapped"
"docs/tech-specs/specs/TS-08-CANONICAL-SKILL-ECOLOGY.md","technical_specification","PATCH_REQUIRED","Map conversational and semantic-chain capabilities without assuming they are all skills","C","TS-08","mapped"
"docs/tech-specs/specs/TS-09-SKILL-RECIPES-AND-JIT-CAPSULES.md","technical_specification","PATCH_REQUIRED","Require sparse capsules to retain rich frozen-object references","C","TS-09","mapped"
"docs/tech-specs/specs/TS-10-BEHAVIORAL-EVALUATION-AND-BENCHMARKS.md","technical_specification","PATCH_REQUIRED","Add complete constitutional dimensions conversational cases and non-compensable locks","C","TS-10","mapped"
"docs/tech-specs/specs/TS-11-CATEGORY-CONSTITUTIONS-AND-TARGET-COMPILERS.md","technical_specification","PATCH_REQUIRED","Primary owner for fifth category profiles changed FRs both chains migration and target semantic preservation","C","TS-11","mapped"
"docs/tech-specs/specs/TS-12-HARNESS-CONTROL-TOWER.md","technical_specification","PATCH_REQUIRED","Project category profile semantic lineage Reaction Receipts Expression Moments locks evaluation and HG-015","C","TS-12","mapped"
"docs/tech-specs/specs/TS-13-IMPLEMENTATION-AUTHORIZATION-AND-DEVELOPMENT-CAPSULE.md","technical_specification","PATCH_REQUIRED","Enforce HG-015 and capsule completeness for constitutional contracts and receipts","C","TS-13","mapped"
"docs/tech-specs/specs/TS-14-BUILDER-WORKFLOW-RUNTIME.md","technical_specification","PATCH_REQUIRED","Compile and validate dual-order workflows conversational recompilation and semantic lineage","C","TS-14","mapped"
"docs/tech-specs/specs/TS-15-FORMAT-02-RELEASE-1-VERTICAL-SLICE.md","technical_specification","PATCH_REQUIRED","Preserve Format 02 while adding Activation-First visual lineage T/V route wrong-reading gate and HG-015","C","TS-15","mapped"
"docs/tech-specs/IMPLEMENTATION_BASELINE.md","technical_baseline","PATCH_REQUIRED","Remaining three becomes remaining four and planned schema families expand","C","architecture","mapped"
"docs/tech-specs/REPOSITORY_INVENTORY.md","repository_inventory","PATCH_REQUIRED","Record new pinned authority and confirm no production schemas or implementation were introduced","C","architecture","mapped"
"docs/tech-specs/BLOCKING_DECISIONS.yaml","blocker_registry","BLOCKED","Extend BD-004 BD-008 BD-010 and BD-014 scopes only after HD-005 through HD-007","C","product_and_architecture","pending_human_decisions"
"docs/tech-specs/REQUIREMENT_COVERAGE_MATRIX.csv","coverage_matrix","BLOCKED","Patch five changed rows and FR-169 after HD-003","C","architecture","pending_HD-003"
"docs/tech-specs/TECH_SPEC_PLAN.md","specification_plan","PATCH_REQUIRED","Record Batch C overlay and fifteen hard gates while preserving TS ownership","C","architecture","mapped"
"docs/tech-specs/TECH_SPEC_VALIDATION_REPORT.json","validation_report","PATCH_REQUIRED","Regenerate after Batch C","C","architecture","mapped"
"docs/tech-specs/tools/generate_coverage_matrix.py","documentation_tool","PATCH_REQUIRED","Generate current V1.2 wording and constitutional trace fields","C","architecture","mapped"
"docs/tech-specs/tools/validate_tech_specs.py","documentation_validator","PATCH_REQUIRED","Replace HG-001-HG-014 expectation with HG-001-HG-015 and validate precedence references","C","architecture","mapped"
"docs/ux/HARNESS_CONTROL_TOWER_UX_CONTRACT.md","approved_ux_contract","PATCH_REQUIRED","Additive trace and visibility clauses only; preserve routes commands authority and accessibility","C","ux_and_architecture","mapped"
"docs/ux/CONTROL_TOWER_UX_TRACEABILITY_MATRIX.csv","ux_traceability_matrix","PATCH_REQUIRED","Map constitutional lineage receipts expression moments wrong-reading and HG-015","C","ux_and_architecture","mapped"
"docs/ux/CONTROL_TOWER_UX_APPROVAL_RECEIPT.yaml","ux_ratification_evidence","UNCHANGED","Original approval remains historical evidence","C","human_product_and_ux_authority","preserved_historical"
"docs/ux/CONTROL_TOWER_UX_CONSTITUTIONAL_ALIGNMENT_RECEIPT.yaml","ux_ratification_overlay","NEW_ARTIFACT","Record approval of additive alignment without rewriting original receipt","C","human_product_and_ux_authority","mapped"
"docs/ux/CONTROL_TOWER_UX_VALIDATION_REPORT.json","validation_report","PATCH_REQUIRED","Regenerate after additive alignment","C","ux_and_architecture","mapped"
"docs/ux/README.md","ux_index","PATCH_REQUIRED","Expose the supplemental alignment receipt","C","ux_and_architecture","mapped"
"docs/ux/tools/validate_control_tower_ux.py","documentation_validator","PATCH_REQUIRED","Validate additive lineage receipt expression and HG-015 coverage","C","ux_and_architecture","mapped"
"docs/planning/PLANNING_REQUIREMENTS_INVENTORY.csv","planning_baseline","BLOCKED","Preserve 401-row V1.1 snapshot then merge ratified delta under HD-004","D","planning_governance","pending_HD-004"
"docs/planning/REQUIREMENTS_EXTRACTION_BASELINE.md","planning_baseline","BLOCKED","Record revised count only after HD-004 and validation","D","planning_governance","pending_HD-004"
"docs/planning/REQUIREMENTS_EXTRACTION_VALIDATION_REPORT.json","validation_report","BLOCKED","Regenerate after aligned authority and revised count","D","planning_governance","pending_HD-004"
"docs/planning/README.md","planning_index","PATCH_REQUIRED","Explain V1.1 snapshot and V1.2 delta confirmation gate","D","planning_governance","mapped"
"docs/planning/tools/generate_planning_inventory.py","documentation_tool","BLOCKED","Add constitutional amendment authority type and HG-015 only after HD-004","D","planning_governance","pending_HD-004"
"docs/planning/tools/validate_planning_inventory.py","documentation_validator","BLOCKED","Validate revised authority type count and exact V1.2 source coverage after HD-004","D","planning_governance","pending_HD-004"
"stage1/REQUIREMENT_COVERAGE_MATRIX.csv","historical_audit","UNCHANGED","Historical V1.1 Stage 1 evidence remains immutable and is superseded only by later alignment outputs","D","architecture","preserved_historical"
"planned_contract:SharedActivativeCore","schema_contract_family","NEW_ARTIFACT","Rich frozen Activative references and sparse-token lineage","B","TS-06_and_TS-11","mapped"
"planned_contract:ConversationalActivationExpression","schema_contract_family","NEW_ARTIFACT","Category constitution and public_comment reply_dm reelcast_expression interview_expression profiles","B","TS-11","mapped"
"planned_contract:ActivativeCall_ReactionReceipt_ExpressionMoment","schema_contract_family","NEW_ARTIFACT","Typed conversational call reaction receipt expression inventory and recompilation chain","B","TS-02_TS-07_TS-11","mapped"
"planned_contract:IdentityDNAAmendmentProposal","schema_contract_family","BLOCKED","Proposal authority approval merge revocation and truth sovereignty require HD-005 and HD-006","B","cross_product_architecture","pending_HD-005_HD-006"
"planned_contract:VisualSemanticPack_SemioticMCDA_VisualNarrativeProgram","schema_contract_family","NEW_ARTIFACT","Activation-First visual semantic and narrative lineage","B","TS-11","mapped"
"planned_contract:CompositionAssetPack_VisualSyntaxHandoff_TVRouteRequest","schema_contract_family","BLOCKED","Complete visual handoff and external ownership require HD-005","B","TS-11_and_cross_product_architecture","pending_HD-005"
"planned_contract:ConstitutionalEvaluationContract","schema_contract_family","BLOCKED","Dimensions gates corpora and thresholds require HD-007 and BD-008","B","TS-10","pending_HD-007_BD-008"
"planned_contract:ConstitutionalReadinessReceipt","schema_contract_family","NEW_ARTIFACT","HG-015 semantic lineage lock and category coverage receipt","B","TS-13","mapped"
"planned_contract:ControlTowerConstitutionalProjection","schema_contract_family","NEW_ARTIFACT","Additive projection fields for lineage receipts expressions locks and gate state","B","TS-12","mapped"
"planned_contract:AssetDemandSemanticLineage","schema_contract_family","BLOCKED","Extend demand boundary without implementing Visual Asset Editor; depends on HD-005 and BD-014","B","ADR-018_and_TS-11","pending_HD-005_BD-014"
