plane,primitive_id,canonical_name,family,core_move,snapshot_path,sha256,active_feature_ids
meaning_plane,PRM-BUS-010,Typographic Voice,design_business,Select and deploy typography that perfectly mirrors and amplifies the intended psychological archetype and emotional stance of the message. ,sources/cmf_primitive_registry_snapshot/meaning_plane/design_business/PRM-BUS-010.yaml,1dad0ccfd8aa066af4676f9ffe9ab07db4957a5dfd81b5a4092f8aed2ffa1501,
meaning_plane,PRM-BUS-011,Red Velvet Rope Policy,design_business,"Explicitly name who the offer or content is NOT for, using polarizing clarity to disqualify bad fits and compound trust with the ideal audience. ",sources/cmf_primitive_registry_snapshot/meaning_plane/design_business/PRM-BUS-011.yaml,a210eaaaac78dc2ddb21630b482fe28dc739b20e00ea5df975e321de75ce5030,
meaning_plane,PRM-BUS-012,The Grid as Cognitive Relief,design_business,"Anchor all visual assets, UI elements, and text blocks to an invisible structural grid to create predictable rhythm, alignment, and cognitive ease for the user. ",sources/cmf_primitive_registry_snapshot/meaning_plane/design_business/PRM-BUS-012.yaml,5da8d70acb697a82da3b1389c7db0e10b47c3721a2c34fff0203f99f9b0a784a,
meaning_plane,PRM-BUS-013,Journey Threshold Design,design_business,"Shape the user experience around meaningful points of entry, commitment, and completion rather than optimizing for pure, frictionless sameness. ",sources/cmf_primitive_registry_snapshot/meaning_plane/design_business/PRM-BUS-013.yaml,8b82781ae34621f447bd09d4c6d1c3fd96b4c6f581a647fcc88fa8b6f11d073f,
meaning_plane,PRM-BUS-014,Affordance as Invitation,design_business,"Design the interface, visual asset, or text prompt so that the desired next action feels completely obvious, available, and behaviorally inviting. ",sources/cmf_primitive_registry_snapshot/meaning_plane/design_business/PRM-BUS-014.yaml,e4c787ca77645baa4bc51602e17bac45cc49b1574161236dc141e05c8e6cea03,
meaning_plane,PRM-HUM-001,Dual-Processor Cognitive Engine,humor_distortion,"Separate the creative generation phase from the critical validation phase, never allowing them to operate simultaneously within the same agent or prompt. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-001.yaml,f8cda321acd3a639e0d21e14a0fb8475abba0ad852a0644f5a6b2888b39b8205,
meaning_plane,PRM-HUM-002,Irreducible Truth / Subtext Payload,humor_distortion,"Identify the irreducible, unfunny truth that the content must communicate, then conceal it inside a comedic structure so the audience discovers it themselves rather than having it stated. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-002.yaml,79cd216002eb450bbbd22166f9abce9d50492510903fbc317a362c479b4b6576,
meaning_plane,PRM-HUM-003,Filter Constraints,humor_distortion,"Select and assign a specific Funny Filter (or layered combination) to the generation pipeline as a rigid structural constraint, replacing the vague instruction 'be funny' with a precise distortion algorithm. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-003.yaml,805b7f4d4dd4a302275f9676aaf4b50d59724f0614a61442e3874e4b1233babc,
meaning_plane,PRM-HUM-004,Contrastive Extreme Polarization,humor_distortion,"Take the inherent contrast or exaggeration in a concept and multiply it until it shatters the bounds of physics, logic, or social acceptability, creating a chasm so wide the audience must laugh to bridge it. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-004.yaml,3211d38f2890d8f9a090da76e57f5172453df47501fa4f1e3b970c0ef488b949,
meaning_plane,PRM-HUM-005,Absolute Verisimilitude,humor_distortion,"When adopting any voice, format, or persona in content, reproduce every detail — typography, cadence, syntax, visual style — with such precision that the audience cannot distinguish the reproduction from the original without examining the content payload. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-005.yaml,2d6686749ed1716ef3df266c96728af72b0b387efcdafb72b5860a8b99687e3a,
meaning_plane,PRM-HUM-006,Temporal Resolution Delay,humor_distortion,"Identify the core 'reveal' or anomalous word in a comedic sentence or visual frame, and restructure the grammar/layout to ensure it arrives at the absolute final millisecond of audience attention. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-006.yaml,d2fef99e5336c5656944bcf5859f6166b9c2ef05c0d6e638f8596c7df70492a6,
meaning_plane,PRM-HUM-007,Production Over-Saturation,humor_distortion,"Generate 10-100x more material than needed, then ruthlessly prune to the top 5-10% using objective evaluation criteria. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-007.yaml,166ad3ef8c9e9f90654bc908200f74c26ae78b6342d8befc06f681e42ac6fb7c,
meaning_plane,PRM-HUM-008,Character Funny Filter,humor_distortion,"Establish clear, simple character traits and then generate laughter by showing the character acting predictably according to those traits. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-008.yaml,63f58776eb102715828c0a4dcfe04e93e2a691c34ba9f1e77870e9de4d4ebf59,
meaning_plane,PRM-HUM-010,High-Contrast Conflict,humor_distortion,"Cast the coach's voice or persona into stark opposition with the expected tone, audience assumptions, or industry norms to generate instant tension-based comedy. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-010.yaml,4f6b320b1a72928702f63cdd95990bb39c24a73e317ae29e69d76bf8a6db4001,
meaning_plane,PRM-HUM-011,Archetype Shorthand,humor_distortion,"Assign a culturally familiar archetype to any narrative figure — the coach, the client, or the antagonist — so the audience intuitively understands that figure's rules within seconds. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-011.yaml,354dcf74903b0670cf00c643a054a955a6021ef1ea30173e5d5d514d678d73e8,
meaning_plane,PRM-HUM-012,Two-Dimensional Representation Strategy,humor_distortion,Compress any comic persona into a narrow representational function — 2-3 traits maximum — instead of building full three-dimensional character profiles. ,sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-012.yaml,db85450f15b11ba8b8522d59c746a74d87c60c2ee4bbbe0fa4ce282480c67967,
meaning_plane,PRM-HUM-013,Intuiting Method,humor_distortion,"Observe real humans — their strange traits, verbal tics, behavioral patterns — and translate those live observations into comedic material that carries the texture of actual lived experience. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-013.yaml,3131d561cfaff23cd8052670ffda597c05f8e7037f28c964050ef950edbf5ea3,
meaning_plane,PRM-HUM-014,Joyous Communication,humor_distortion,"Encode every piece of generated content with an implicit, overriding emotional broadcast: 'I am thrilled to be here talking to you about this.' ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-014.yaml,63c86c21de63e175a24d8045a2fce8b350a2784973cd11af3d2df1de72d01f73,
meaning_plane,PRM-HUM-015,Persona Sculpting Protocol,humor_distortion,"Treat the coach's persona as a testable hypothesis. Deploy content across multiple emotional registers and topics, measure audience response, then iteratively amplify the registers and topics that produce the deepest engagement — allowing the audience to carve the persona over time. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-015.yaml,29d6f8e1591df4867f3b71b5a10ad9ee39d02f73f584f782c0b6b4c433a29098,
meaning_plane,PRM-HUM-016,Setup-Punchline Temporal Architecture,humor_distortion,"Strip the setup down to a single subject and a clear attitude, place the payload at the terminal word, and whenever possible, string multiple payloads off a single setup to create an uninterrupted cascade of releases. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-016.yaml,6b8775a711125153c04b303d74558c77755fbe7e205ccdb6545f16bfa2588fe7,
meaning_plane,PRM-HUM-017,Attitude-Emotion Binding,humor_distortion,"Assign an explicit, high-intensity emotional label to every content block, then validate that the generated text's semantic tone matches the declared emotion — rejecting any output that reads as emotionally ambiguous or neutral. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-017.yaml,f9aa51689ea49ca8a5937c28bff521e195e5cf12ddf84bf934475c964c6b1a81,
meaning_plane,PRM-HUM-018,Working Backward Methodology,humor_distortion,"Deploy content, measure audience response, then trace backward from engagement spikes to identify and isolate the specific structural and emotional variables that caused them — letting the audience's behavior sculpt future output. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-018.yaml,81ccbe3a8371f92701a5695a6d72645c338cfe3470cd149e013cffbf8c606ee6,
meaning_plane,PRM-HUM-019,Struggle Principle,humor_distortion,"Position the coach as someone actively wrestling with a real, current, genuine struggle — never as an invulnerable authority dispensing wisdom from a completed journey. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-019.yaml,8c7eeb80bb097a5f90629a72e89f207c5b41760d9da416c2e891fb8270438319,
meaning_plane,PRM-HUM-020,Thought Moment Illusion,humor_distortion,"Inject calibrated, pattern-matched imperfections into generated output so that the content passes the audience's implicit 'is this a real human?' heuristic — manufacturing the illusion of live, spontaneous thought. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-020.yaml,72ad6269adac9fe6458770a6fa1e4d3fa3fd335c350b95c0316ae6a603ff4655,
meaning_plane,PRM-HUM-021,Irony Inversion,humor_distortion,"Express the polar opposite of the Subtext with total conviction, never breaking voice, and let the audience resolve the contradiction to discover the hidden truth. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-021.yaml,53712577ba9f27112afce11fd022a94033f44ceca5f910c6eec2e3c8fae39253,F03|F06|F13
meaning_plane,PRM-HUM-022,Character Mask,humor_distortion,"Embody a clearly defined, 1-3 trait character (typically the Enemy or Past Self) to voice uncomfortable truths that the coach's authentic voice cannot safely deliver — creating a mirror for the audience's self-recognition. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-022.yaml,1ea216aafc49290f2a964fd7ae012de2725627f86de1d2657a72a193fb6b744c,
meaning_plane,PRM-HUM-023,Tribal Reference,humor_distortion,"Drop precise, mundane, hyper-specific details that only the target audience recognizes — brand names, exact phrasings, micro-behavioral patterns — to create the shock of being seen. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-023.yaml,a7b8c44ecc5353c169aee1ccd505daba586c0d1e54e880bd99aa5315870e151a,
meaning_plane,PRM-HUM-024,Metahumor and Frame Breaking,humor_distortion,"Explicitly acknowledge the persuasive, comedic, or structural machinery of the content itself, converting the audience from passive targets into co-conspirators who see behind the curtain. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-024.yaml,a8583d0e812321a082ad58074e11508cdb0fd3c7580c5c67bef48f1744b13ef4,
meaning_plane,PRM-HUM-025,Analogy Bridge,humor_distortion,"Map the coach's complex or painful truth onto a structurally parallel but tonally absurd domain, revealing one half overtly while keeping the real-world half hidden for the audience to discover. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-025.yaml,ae6eb96dcea9f277543e04783b173290d89f9621c61c97a2d52d73e7a5f65520,
meaning_plane,PRM-HUM-026,Misplaced Focus,humor_distortion,"Focus all attention, enthusiasm, and analytical energy on something trivially related to the Subtext — while conspicuously ignoring the massive, obvious truth that the audience cannot help but notice. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-026.yaml,ac90b9671654d062f462a90a55ed795c0ee5069ebf279cf5a07bd2ca7c2648e2,
meaning_plane,PRM-HUM-027,Hyperbolic Scaling,humor_distortion,Take the audience's specific limiting belief or catastrophic fear and mathematically scale it through 3-5 escalation steps until the final consequence is so physically impossible that the original fear is revealed as absurd. ,sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-027.yaml,5a5be2103792369797ea1fcd80039c6dbb0464a0476e054467fcb7591898a011,
meaning_plane,PRM-HUM-028,Authentic Topic Extraction,humor_distortion,"Mine the coach's authentic struggles, past failures, industry frustrations, and personal anxieties — classifying each as Hard, Weird, Scary, or Stupid — and use these as the foundational raw material for all content generation. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-028.yaml,5987b0552c81169f567e48183a333e50448b3574de6de5be88fb31fe59c17c46,
meaning_plane,PRM-HUM-029,Act-Out,humor_distortion,Shift abruptly from describing a concept in past or abstract tense to embodying it in present tense — performing a mini-scene rather than narrating one. ,sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-029.yaml,3573fd18005ab165bd2a38a925f9e5f0a6a4a3ee63456f19bc68fd560b63d878,
meaning_plane,PRM-HUM-030,Setup-Premise-Payoff Architecture,humor_distortion,"Define the Topic, inject a polarizing Attitude (Hard, Weird, Scary, or Stupid), establish a non-obvious Premise that logically justifies the attitude, then deliver a Payoff that exploits the Premise's hidden logic. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-030.yaml,3f68874615d8d6ce7a7ab2d6d4110322b94572724838a0d33d600dc6bdc0217b,
meaning_plane,PRM-HUM-031,The Mix,humor_distortion,"Collide two fiercely unconnected domains with a single logical thread, producing a visual, absurd, and intellectually stimulating juxtaposition that makes the abstract concrete and the familiar strange. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-031.yaml,9dbdacfaa12f08696af6498e80bce8edc6986723ad1f6e0f369269a716fb721a,
meaning_plane,PRM-HUM-032,Rule of Three,humor_distortion,"List two congruent items that establish a clear pattern, then deliver a third item that violently subverts the established expectation — the Turn. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-032.yaml,e041189ec6079ba9c8556cbc9029787c76cbae8a6e766d6b61ce7b6173786e0e,
meaning_plane,PRM-HUM-033,Dialogue Joke,humor_distortion,Reconstruct a real or anticipated interaction as a mini-dialogue where the performer delivers the perfect response they didn't (or wouldn't) say in real life — asserting retroactive mastery over a situation of powerlessness. ,sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-033.yaml,a606600769626b144eb9168ecf6fd25b4505519aae853053e0de4d735a544a11,
meaning_plane,PRM-HUM-034,Comedy Buddy,humor_distortion,"Submit every generated content draft to an adversarial Critic agent whose sole purpose is to punch up the humor — adding Mixes, expanding Act-Outs, strengthening Premises, and enforcing structural compliance. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-034.yaml,09b0c9171c3f29c562a740dc1a76467e6cc65adfa6dd67f57160efa77832fa96,
meaning_plane,PRM-HUM-035,Associative Web,humor_distortion,"Before writing any content, generate a radial association map from the core topic — listing clichés, related phrases, opposites, phonetic neighbors, and cultural touchpoints — then select the most unexpected associations as the raw material for metaphors and humor. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-035.yaml,7b4e1c277269a2555deb86887c7fff14416a1458558d15f38ee1431d8f311500,
meaning_plane,PRM-HUM-036,Directed Emotional Stance,humor_distortion,"Before generating any content, assign a specific, heightened emotional stance toward the topic — never allow content to emerge from a neutral or balanced perspective. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-036.yaml,52025cee394a3196888770687c02ab4f3fc2ed87d3ecac5a30ecdf3451770c63,
meaning_plane,PRM-HUM-037,Hyper-Specificity Anchoring,humor_distortion,"Replace every generic noun, generic adjective, and generic scenario in generated content with a hyper-specific, visceral, culturally grounded detail — a proper noun, a precise number, a brand name, a sensory texture. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-037.yaml,a87c3997373f200057a909f0e0aaa670ff3b3d1f8d11e4cfaf8a3594c96d8646,
meaning_plane,PRM-HUM-038,Expectation Reversal,humor_distortion,"Clearly and definitively establish a rigid assumption in the audience's mind, then shatter it with a surprising alternative that is logically sound but emotionally unexpected. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-038.yaml,bea9d0d803037b1e692480b844ac2ab2eae65ad60548563acbb8f770a6cc987a,
meaning_plane,PRM-HUM-039,What-If Sandbox,humor_distortion,"Take a standard premise, practice, or belief system and ask ""What if we followed this logic completely?"" — extrapolating through 3-5 steps until the conclusion reveals the premise's inherent absurdity. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-039.yaml,85f65a97dee57f71cc953ee3a8ffea1ffe93c7a9e9a93a3939e699bc975bfc2b,
meaning_plane,PRM-HUM-040,Radical Observational Truth,humor_distortion,"Identify the specific, uncomfortable truth that everyone in the audience implicitly knows but no one has explicitly articulated — then state it with precision and without apology. ",sources/cmf_primitive_registry_snapshot/meaning_plane/humor_distortion/PRM-HUM-040.yaml,7b150e60b437e37598cd20332ed41f595cf6c517d6317af6d1b25d7283f9fbb3,
meaning_plane,PRM-STR-001,Bird-by-Bird Framing,narrative_structure,"Reduce scale drastically to a single, concrete moment or detail to approach truth without cognitive overwhelm. ",sources/cmf_primitive_registry_snapshot/meaning_plane/narrative_structure/PRM-STR-001.yaml,2b2ac73cf1f0026c32dd769daa6e15a5852d7960c7035cbef7a61e3df5ae199f,
meaning_plane,PRM-STR-002,Shitty First Drafts,narrative_structure,"Separate access from evaluation by demanding a completely unpolished, uninhibited first pass. ",sources/cmf_primitive_registry_snapshot/meaning_plane/narrative_structure/PRM-STR-002.yaml,7d1a4113a7f2d1288a49cb60563bcecbdd5365fe37ae50dcc873b48ee0a547a7,
meaning_plane,PRM-STR-003,Polaroid Development Model,story_discovery,"Observe a specific detail or moment patiently without forcing a thesis, allowing the true meaning to emerge organically. ",sources/cmf_primitive_registry_snapshot/meaning_plane/narrative_structure/PRM-STR-003.yaml,b2e9dae077037757caa309765a86643fef77cd359352fef8d0d051419cf818f9,
meaning_plane,PRM-STR-004,Broccoli vs KFKD,psychological_diagnostics,"Explicitly name and separate quiet intuitive truth from the loud, performative noise of the ego. ",sources/cmf_primitive_registry_snapshot/meaning_plane/narrative_structure/PRM-STR-004.yaml,0f319190b7972a111f098faa0142f4035d14f21a47a56547f56181d492f15957,
meaning_plane,PRM-STR-005,Moral Point of View,narrative_structure,Ensure the piece stands for something beyond competence by explicitly grounding it in a lived ethical conviction. ,sources/cmf_primitive_registry_snapshot/meaning_plane/narrative_structure/PRM-STR-005.yaml,dd9b26805e778bd9b0d0c7d6ab6db9f534263dd2dd50632cc78eaa9e4391ccb5,
meaning_plane,PRM-STR-006,Unsilenced Voice,narrative_structure,"Recover owned voice by actively removing borrowed permission, imitation, and self-censorship. ",sources/cmf_primitive_registry_snapshot/meaning_plane/narrative_structure/PRM-STR-006.yaml,ca1014646720e2fc2b1022fa842d062e48cce9453dc60c6164af955edc5a7f68,
meaning_plane,PRM-STR-007,Writing as Gift,narrative_structure,Frame communication as an offering to a specific individual in need rather than a display of competence. ,sources/cmf_primitive_registry_snapshot/meaning_plane/narrative_structure/PRM-STR-007.yaml,9b40a4dfdad71d350a3a28594b86731af93313a380051488a77c1785fd28de58,
meaning_plane,PRM-STR-008,Data Point of View,narrative_structure,"Distill the analysis into a single, undeniable sentence driven by a high-stakes performance verb (Change, Continue, or Finish) that demands a specific future reality. ",sources/cmf_primitive_registry_snapshot/meaning_plane/narrative_structure/PRM-STR-008.yaml,4003dd9ed0a3c38597e404908f946042e06044bca0cc292bac8aabba61c963bd,
meaning_plane,PRM-STR-011,Humanize Information,narrative_structure,"Attach specific characters, tangible physical scale, and a clear adversary to abstract information so the audience can emotionally process the stakes. ",sources/cmf_primitive_registry_snapshot/meaning_plane/narrative_structure/PRM-STR-011.yaml,69b3e0c7aecca7865f4338eb1ac323ba14b50dbd371f554f895f9980896dd4db,
meaning_plane,PRM-STR-013,Change Choreography,narrative_structure,"Use targeted speeches, stories, ceremonies, and symbols to resolve the tension of the current change stage and propel the audience into the next phase. ",sources/cmf_primitive_registry_snapshot/meaning_plane/narrative_structure/PRM-STR-013.yaml,92ae6afe492a5f7d99d0f0c08c7e8d59ac26a427058d803d0fa7c9bf821f8875,
meaning_plane,PRM-STR-019,Narrative Stepping Stones,narrative_structure,"Break the journey into distinct ""stepping stones"" that alternate between showing an event, compressing time, and interpreting its significance, preventing the story from stalling in exposition. ",sources/cmf_primitive_registry_snapshot/meaning_plane/narrative_structure/PRM-STR-019.yaml,2ff79333130afb64898810796cbe2f72982ef44f1843d82c505957ca9a9f77eb,
meaning_plane,PRM-STR-023,Goal-Opposition-Stakes Spine,narrative_structure,"Immediately articulate what is desired, what opposing force is preventing it, and the emotional or physical cost of failing to achieve it. ",sources/cmf_primitive_registry_snapshot/meaning_plane/narrative_structure/PRM-STR-023.yaml,c2657d21f52c6da3a8beb9b289314065c2c234c7262c58e09e2a9708fc1f873b,
meaning_plane,PRM-STR-026,Scene Engineering,narrative_structure,"Give every discrete unit of content a specific dramatic purpose, entering late, building pressure, and ending on an emotional or informational polarity shift. ",sources/cmf_primitive_registry_snapshot/meaning_plane/narrative_structure/PRM-STR-026.yaml,6eaf89e0184b8e73fad2f1e9f14d23483dc70189bb42b7709f8353173ef64f96,
meaning_plane,PRM-ACT-001,Superobjective,performance_delivery,Define the singular overarching desire driving performance. ,sources/cmf_primitive_registry_snapshot/meaning_plane/performance_delivery/PRM-ACT-001.yaml,fe160ddaeb795ce1d3e42de6a28113685ec28c0b8fe0d8adafae911f6e901004,
meaning_plane,PRM-ACT-002,Magic As If / Particularisation,performance_delivery,Substitute personal emotional trigger for authentic reaction. ,sources/cmf_primitive_registry_snapshot/meaning_plane/performance_delivery/PRM-ACT-002.yaml,4b626a1885829b8a214631479d6c2597debed26ede9baac05e5917e58e2ec991,
meaning_plane,PRM-ACT-003,Pinch and Ouch,performance_delivery,Let real stimulus justify real response for caused delivery. ,sources/cmf_primitive_registry_snapshot/meaning_plane/performance_delivery/PRM-ACT-003.yaml,746c3c1c7f01dbb356663e549db7777e5a301f51dd541a87f643dbfb00a9d642,
meaning_plane,PRM-ACT-004,Three-Act Contrast Architecture,performance_delivery,Organize performance around a meaningful contrastive movement. ,sources/cmf_primitive_registry_snapshot/meaning_plane/performance_delivery/PRM-ACT-004.yaml,b78539fc365170529eb4084f995ba07927ce82d76ae701ad8f7be7404b25a63e,
meaning_plane,PRM-ACT-005,Backstory Architecture,performance_delivery,"Build a deep, emotionally specific unsaid history. ",sources/cmf_primitive_registry_snapshot/meaning_plane/performance_delivery/PRM-ACT-005.yaml,3bb019f1c47c8e207327a434e1f966eeec4000c64e6d1315b4bfa22f93b2aa79,
meaning_plane,PRM-ACT-006,Preparation / Pre-State Self-Stimulation,performance_delivery,Induce genuine emotional pre-state before initiating communication. ,sources/cmf_primitive_registry_snapshot/meaning_plane/performance_delivery/PRM-ACT-006.yaml,1d1e8b8686fa0888f66da94e108e75a0b428bc765c83f6ce444be13b4e10d4c1,
meaning_plane,PRM-ACT-007,"Yes, And Generative Engine",performance_delivery,Accept reality and build upon it immediately. ,sources/cmf_primitive_registry_snapshot/meaning_plane/performance_delivery/PRM-ACT-007.yaml,1645f17dec94919c1ec7594e4446b36f12b8dd1ed6b9c77e7fda1dd62fe9be63,
meaning_plane,PRM-ACT-008,The Bottom Line,performance_delivery,Maintain absolute external simplicity with maximum internal passion. ,sources/cmf_primitive_registry_snapshot/meaning_plane/performance_delivery/PRM-ACT-008.yaml,1bf58adf6a6c75d42c3eb2fa41210ce4a1b45e4a4bf90dcb2ac78af3ad3ab1cf,
meaning_plane,PRM-ACT-009,Repetition Game,performance_delivery,Repeat exactly what you observe to force instinctive reaction. ,sources/cmf_primitive_registry_snapshot/meaning_plane/performance_delivery/PRM-ACT-009.yaml,edecf94990d23e66f8ed2ff31f13a2d4e7e7bee4ef4baf8b63b457130be110dd,
meaning_plane,PRM-ACT-010,Body Language Calibration,performance_delivery,Align physical body language with the emotional thesis. ,sources/cmf_primitive_registry_snapshot/meaning_plane/performance_delivery/PRM-ACT-010.yaml,6303b6103c7166d097f2ea040432b517374b3e6c190fbcd49305a148102e0340,
meaning_plane,PRM-PRS-001,Strong Title as Idea Architecture,persuasion,Compress the whole idea into a title-level center of gravity that makes a specific argument rather than describing a category. ,sources/cmf_primitive_registry_snapshot/meaning_plane/persuasion/PRM-PRS-001.yaml,74eac24b0af97ce5c4b2f8bf1a88fef5f273904c15cf2d9c56f55eb0f27c8fe3,
meaning_plane,PRM-PRS-002,Tension-and-Release Narrative Engine,persuasion,"Hold attention by alternating pressure and relief, forcing the audience to wait for the resolution of a stated problem. ",sources/cmf_primitive_registry_snapshot/meaning_plane/persuasion/PRM-PRS-002.yaml,4fba8edcb439c296a610b53a45ce76b9a002b4a128338e3302ddbb1cc49e242e,F05|F06|F08|F11|F13
