"file_path","line","identifier","title_or_described_meaning","originating_repository","affected_repositories","owner","status","severity","blocking_relationships","resolution_criteria","evidence_or_receipts","use_state","record_scope","classification","genuinely_cross_repository","source_excerpt"
"02_VISUAL_ASSET_EDITOR/docs/tech-specs/TS-VAE-10-FORMAT02-RELEASE1-VERTICAL-SLICE.md","132","XRI-003","Split validation and admission receipt authority","03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL;02_VISUAL_ASSET_EDITOR;01_ATOMIC_HARNESS_BUILDER","03_DELEGATION_PROTOCOL","resolved","high","field-owner gate","Separate protocol validation receipt from VAE admission receipt and preserve conditional authority","RC4 schemas and final convergence authority evidence","historical_stage2_or_stage3_reference","program-level","PROGRAM_XRI","true","1. Freeze published Delegation dependency and resolve its XRI-003/004/006/009/010 issues for VAE messages."
"02_VISUAL_ASSET_EDITOR/docs/tech-specs/TS-VAE-10-FORMAT02-RELEASE1-VERTICAL-SLICE.md","132","XRI-004","Production acceptance versus consumption authorization ownership","03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL;02_VISUAL_ASSET_EDITOR;01_ATOMIC_HARNESS_BUILDER","03_DELEGATION_PROTOCOL","resolved","blocking","D006; FR-042; schema freeze","VAE result asserts production acceptance only; downstream authorization comes from Content Harness acknowledgement","RC4 result/acknowledgement contracts and final convergence authority evidence","historical_stage2_or_stage3_reference","program-level","PROGRAM_XRI","true","1. Freeze published Delegation dependency and resolve its XRI-003/004/006/009/010 issues for VAE messages."
"02_VISUAL_ASSET_EDITOR/docs/tech-specs/TS-VAE-10-FORMAT02-RELEASE1-VERTICAL-SLICE.md","132","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_stage2_or_stage3_reference","program-level","PROGRAM_XRI","true","1. Freeze published Delegation dependency and resolve its XRI-003/004/006/009/010 issues for VAE messages."
"02_VISUAL_ASSET_EDITOR/docs/tech-specs/TS-VAE-10-FORMAT02-RELEASE1-VERTICAL-SLICE.md","132","XRI-009","External event projection boundary","03_DELEGATION_PROTOCOL","02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;01_ATOMIC_HARNESS_BUILDER","03_DELEGATION_PROTOCOL","resolved","high","D004; VAE encapsulation","Expose typed public event facts and protocol projections without VAE-private workflow state","RC4 event contracts; VAE mappings; authority and lifecycle conformance","historical_stage2_or_stage3_reference","program-level","PROGRAM_XRI","true","1. Freeze published Delegation dependency and resolve its XRI-003/004/006/009/010 issues for VAE messages."
"02_VISUAL_ASSET_EDITOR/docs/tech-specs/TS-VAE-10-FORMAT02-RELEASE1-VERTICAL-SLICE.md","132","XRI-010","Exact demand identity propagation","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","staleness; audit; replay correctness","Carry exact demand ID, version and hash references across related messages","RC4 schemas/validators; Builder and VAE mappings; lifecycle conformance","historical_stage2_or_stage3_reference","program-level","PROGRAM_XRI","true","1. Freeze published Delegation dependency and resolve its XRI-003/004/006/009/010 issues for VAE messages."
"03_DELEGATION_PROTOCOL/_bmad-output/project-context.md","100","XRI-013","Pinned Format 02 product releases and executable adapters","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","blocking","Format 02 integration certification","Pin exact product releases, builds and executable adapter artifacts","Delegation readiness and VAE real Format 02 proof remain incomplete","active_readiness_reference","program-level","PROGRAM_XRI","true","`DLG-ISSUE-001`, `DLG-ISSUE-002`, and XRI-013 through XRI-017. The former"
"03_DELEGATION_PROTOCOL/_bmad-output/project-context.md","100","XRI-014","Harness Control Tower projection contract availability","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","01_ATOMIC_HARNESS_BUILDER","open","high","GATE-08; Control Tower integration","Publish the governed read-model/event boundary and additive Delegation projection contract","Builder Control Tower planning exists; executable cross-product projection evidence remains unavailable","active_readiness_reference","program-level","PROGRAM_XRI","true","`DLG-ISSUE-001`, `DLG-ISSUE-002`, and XRI-013 through XRI-017. The former"
"03_DELEGATION_PROTOCOL/_bmad-output/project-context.md","100","XRI-015","Cross-repository trust roots and signing lifecycle","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","high","integrity proof; production publication","Approve principal IDs, trust roots, credential lifecycle, signing profile and incident routing","RC4 remains local unsigned; production trust decision open","active_readiness_reference","program-level","PROGRAM_XRI","true","`DLG-ISSUE-001`, `DLG-ISSUE-002`, and XRI-013 through XRI-017. The former"
"03_DELEGATION_PROTOCOL/_bmad-output/project-context.md","100","XRI-016","Transport-neutral product port and delivery contract","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","open","medium","FR-007; integration architecture","Define product ports, delivery metadata, acknowledgements and transport conformance fixtures","Delegation readiness lists transport and consumer-dedupe evidence as open","active_readiness_reference","program-level","PROGRAM_XRI","true","`DLG-ISSUE-001`, `DLG-ISSUE-002`, and XRI-013 through XRI-017. The former"
"03_DELEGATION_PROTOCOL/_bmad-output/project-context.md","100","XRI-017","Durable protocol state and audit ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","blocking","lifecycle; audit; deployment readiness","Assign operational ownership and define storage, transaction, retention, backup and recovery contracts","VAE recovery proof and Delegation state ownership remain open","active_readiness_reference","program-level","PROGRAM_XRI","true","`DLG-ISSUE-001`, `DLG-ISSUE-002`, and XRI-013 through XRI-017. The former"
"03_DELEGATION_PROTOCOL/COMPATIBILITY_MANIFEST.yaml","31","XRI-013","Pinned Format 02 product releases and executable adapters","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","blocking","Format 02 integration certification","Pin exact product releases, builds and executable adapter artifacts","Delegation readiness and VAE real Format 02 proof remain incomplete","active_status_or_release_preparation_reference","program-level","PROGRAM_XRI","true","- XRI-013"
"03_DELEGATION_PROTOCOL/COMPATIBILITY_MANIFEST.yaml","32","XRI-014","Harness Control Tower projection contract availability","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","01_ATOMIC_HARNESS_BUILDER","open","high","GATE-08; Control Tower integration","Publish the governed read-model/event boundary and additive Delegation projection contract","Builder Control Tower planning exists; executable cross-product projection evidence remains unavailable","active_status_or_release_preparation_reference","program-level","PROGRAM_XRI","true","- XRI-014"
"03_DELEGATION_PROTOCOL/COMPATIBILITY_MANIFEST.yaml","33","XRI-015","Cross-repository trust roots and signing lifecycle","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","high","integrity proof; production publication","Approve principal IDs, trust roots, credential lifecycle, signing profile and incident routing","RC4 remains local unsigned; production trust decision open","active_status_or_release_preparation_reference","program-level","PROGRAM_XRI","true","- XRI-015"
"03_DELEGATION_PROTOCOL/COMPATIBILITY_MANIFEST.yaml","34","XRI-016","Transport-neutral product port and delivery contract","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","open","medium","FR-007; integration architecture","Define product ports, delivery metadata, acknowledgements and transport conformance fixtures","Delegation readiness lists transport and consumer-dedupe evidence as open","active_status_or_release_preparation_reference","program-level","PROGRAM_XRI","true","- XRI-016"
"03_DELEGATION_PROTOCOL/COMPATIBILITY_MANIFEST.yaml","35","XRI-017","Durable protocol state and audit ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","blocking","lifecycle; audit; deployment readiness","Assign operational ownership and define storage, transaction, retention, backup and recovery contracts","VAE recovery proof and Delegation state ownership remain open","active_status_or_release_preparation_reference","program-level","PROGRAM_XRI","true","- XRI-017"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","22","XRI-003","Split validation and admission receipt authority","03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL;02_VISUAL_ASSET_EDITOR;01_ATOMIC_HARNESS_BUILDER","03_DELEGATION_PROTOCOL","resolved","high","field-owner gate","Separate protocol validation receipt from VAE admission receipt and preserve conditional authority","RC4 schemas and final convergence authority evidence","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-003 | High | `submission-receipt` is produced by `delegation_protocol_or_vae`, while the lifecycle assigns accepted admission to the VAE and rejected validation to the protocol. Shared fields do not have one unconditional owner. | Delegation, VAE | Adopt ADR-DLG-004 and define separate facts/receipts or one protocol receipt over a signed VAE admission fact. | Field-owner gate |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","23","XRI-004","Production acceptance versus consumption authorization ownership","03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL;02_VISUAL_ASSET_EDITOR;01_ATOMIC_HARNESS_BUILDER","03_DELEGATION_PROTOCOL","resolved","blocking","D006; FR-042; schema freeze","VAE result asserts production acceptance only; downstream authorization comes from Content Harness acknowledgement","RC4 result/acknowledgement contracts and final convergence authority evidence","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-004 | Critical | The VAE-produced `asset-result-contract` includes `authorization.downstream_consumption_authorized`, but D006 assigns consumption authorization to the Content Harness or composition runtime. | VAE, Content Harness, Delegation | Remove that field from the result payload and establish it only in `result-acknowledgement`. | D006, FR-042, schema freeze |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","24","XRI-005","Evaluation-policy boundary and VAE production sovereignty","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER","resolved","high","field authority; VAE sovereignty","Demand carries governed evaluation requirements without transferring VAE evaluator or workflow strategy","Builder RC4 wire mapping; VAE EVALUATE mapping; authority matrix","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-005 | High | `visual-asset-demand.evaluation_policy` is Content Harness-authored while evaluation implementation and production acceptance are VAE-owned. Its open shape could transfer evaluation strategy. | Content Harness, VAE | Limit the demand to certified profile references, owner-authored gates and bounded repair policy; keep evaluator/workflow strategy VAE-private. | Field authority and VAE sovereignty |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","25","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-006 | Critical | Most nested contract objects are open or untyped. Example-only fields can change without schema/version review, so their ownership and compatibility class are unenforceable. | All producers, Delegation | Close nested schemas or define versioned extension namespaces with explicit owners and compatibility rules. | Contract-family validation |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","26","XRI-007","Canonical schema and payload version identity","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","high","generated types; release pinning; migration","Bind canonical schema IDs, payload versions, registry metadata and generated declarations","RC4 registry; release manifest; generated metadata; hash matrix","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-007 | High | Schema documents lack canonical `$id` values and payload-level contract version identity. Message versions live in a separate registry, leaving binding and publication identity underspecified. | Delegation, all consumers | Resolve ADR-DLG-002 and generate a single registry from canonical schema metadata. | Generated types, release pinning and migration |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","27","XRI-008","Registered principal identity normalization","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","high","deterministic authority validation","Normalize producers and consumers to governed principals and conditional-authority rules","RC4 principal and authority metadata; authority conformance","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-008 | High | Producer/consumer identifiers vary across the contract inventory, message registry and principal registry (`boundary_service`, `delegation_protocol_or_vae`, `owning_product`, and others). | Delegation governance | Normalize identifiers to registered principal types and define permitted conditional authorities. | Deterministic authority validation |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","28","XRI-009","External event projection boundary","03_DELEGATION_PROTOCOL","02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;01_ATOMIC_HARNESS_BUILDER","03_DELEGATION_PROTOCOL","resolved","high","D004; VAE encapsulation","Expose typed public event facts and protocol projections without VAE-private workflow state","RC4 event contracts; VAE mappings; authority and lifecycle conformance","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-009 | High | `visual-asset-event.state` is unconstrained and can expose VAE internal production state, contradicting the stable external projection boundary. | VAE, Delegation | Replace it with typed public event facts and protocol-owned projection mappings; prohibit internal workflow fields. | D004 and VAE encapsulation |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","29","XRI-010","Exact demand identity propagation","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","staleness; audit; replay correctness","Carry exact demand ID, version and hash references across related messages","RC4 schemas/validators; Builder and VAE mappings; lifecycle conformance","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-010 | Critical | Demand identity propagation is inconsistent. Several contracts carry only a string `demand_ref`, while FR-015 requires exact request ID, version and hash resolution. | Content Harness, VAE, Delegation | Adopt one exact demand-identity reference object across every related message. | Staleness, audit and replay correctness |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","30","XRI-011","Cross-product idempotency and replay scope","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","high","security and resilience gates","Separate duplicate and hostile replay semantics with governed scopes and fixtures","RC4 protocol tests; lifecycle conformance; audit receipt behavior","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-011 | High | Idempotency and replay are represented by optional envelope fields, a required submission key and an integrity nonce, but no cross-product key/nonce scope or retention agreement exists. | Delegation security, both products | Resolve ADR-DLG-008 with separate duplicate and hostile-replay semantics plus fixtures. | Security and resilience gates |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","31","XRI-012","Cross-product adapter and migration equivalence evidence","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","high","cross-product compatibility proof","Run direct, adapter and migration preservation vectors through both consumer integrations","RC4 migrations/fixtures; Builder 16/16 and VAE 14/14 integration evidence; compatibility conformance","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-012 | High | `1.0.0-rc.2` now supplies local direct, adapter and owner-evidenced migration golden vectors, but no upstream product manifest/release has run them. | Delegation, both products | Pin product manifests/releases and execute the same equivalence and negative-preservation vectors through real public adapters. | Cross-product compatibility proof |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","32","XRI-013","Pinned Format 02 product releases and executable adapters","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","blocking","Format 02 integration certification","Pin exact product releases, builds and executable adapter artifacts","Delegation readiness and VAE real Format 02 proof remain incomplete","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-013 | Critical | Format 02 manifests name products and profiles but do not pin accessible source repositories, build artifacts or adapter versions. | Release 1, Content Harness, VAE | Pin exact product releases and executable adapter artifacts. | Format 02 integration certification |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","33","XRI-014","Harness Control Tower projection contract availability","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","01_ATOMIC_HARNESS_BUILDER","open","high","GATE-08; Control Tower integration","Publish the governed read-model/event boundary and additive Delegation projection contract","Builder Control Tower planning exists; executable cross-product projection evidence remains unavailable","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-014 | High | The PRD requires extension of the existing Harness Control Tower, but its read-model schema, event API and ownership boundary are not available. | Harness Control Tower, Delegation | Supply the existing projection contract and define an additive delegation projection. | GATE-08 |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","34","XRI-015","Cross-repository trust roots and signing lifecycle","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","high","integrity proof; production publication","Approve principal IDs, trust roots, credential lifecycle, signing profile and incident routing","RC4 remains local unsigned; production trust decision open","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-015 | High | Principal authentication is assumed, while identity provider, trust roots, key lifecycle and historical verification infrastructure are unspecified across repositories. | Security architecture, both products | Agree principal IDs, credential lifecycle, signing profile and incident routing. | Integrity proof |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","35","XRI-016","Transport-neutral product port and delivery contract","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","open","medium","FR-007; integration architecture","Define product ports, delivery metadata, acknowledgements and transport conformance fixtures","Delegation readiness lists transport and consumer-dedupe evidence as open","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-016 | Medium | HTTP, queue, stream, local-process and fixture transports are named, but product repositories expose no agreed transport-neutral port or delivery contract. | Delegation, both products | Define ports, delivery metadata, acknowledgement rules and transport conformance fixtures. | FR-007 and integration architecture |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","36","XRI-017","Durable protocol state and audit ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","blocking","lifecycle; audit; deployment readiness","Assign operational ownership and define storage, transaction, retention, backup and recovery contracts","VAE recovery proof and Delegation state ownership remain open","active_definition_pre_reconciliation","program-level","PROGRAM_XRI","true","| XRI-017 | Critical | No owner repository is identified for durable protocol state, idempotency/replay records, audit ledger, object references or projection checkpoints. | Platform architecture, Delegation | Assign operational ownership and define storage, transaction, retention, backup and recovery contracts. | Lifecycle, audit and deployment readiness |"
"03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md","37","XRI-018","Missing Delegation repository agent-governance file","03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","closed","medium","repeatable audit process","Provide repository-governed AGENTS.md instructions","03_DELEGATION_PROTOCOL/AGENTS.md now exists; renamed DLG-ISSUE-018","active_definition_pre_reconciliation","repository-local mistaken program identifier","DELEGATION_LOCAL","false","| XRI-018 | Medium | `AGENTS.md` is absent locally even though the original audit instruction treated it as the source of workflow verdicts. The attached request supplies the vocabulary but no repository-governed agent policy. | Repository governance | Add the intended `AGENTS.md` or remove the stale dependency from future instructions. | Repeatable audit process only |"
