spec_id,title,product,primary_owner,writer_lane,writing_wave,controlling_frs,controlling_stories,output_path_class,path,sha256,quality_state,authority_state,build_authority
TS-AIR-014,Relationship Activation and ReelCast Progression,Activative Intelligence Runtime,Activative Intelligence Runtime,B,3,AIR-FR-079;AIR-FR-080;AIR-FR-081;AIR-FR-082;AIR-FR-083;AIR-FR-084,AIR-ST-14.01;AIR-ST-14.02;AIR-ST-14.03,DIRECT_PRODUCT_SPEC_PATH,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-014.md,5f2644d073c473416f07fd4d67952c5212f267c4fe83726075f98104cbcccb0a,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-AIR-006,Archetype Coalition and Psychological Role Inside a Tension,Activative Intelligence Runtime,Activative Intelligence Runtime,B,3,AIR-FR-031;AIR-FR-032;AIR-FR-033;AIR-FR-034;AIR-FR-035;AIR-FR-036;FR-163;FR-165,AIR-ST-06.01;AIR-ST-06.02;AIR-ST-06.03;ST-12.01;ST-12.02,DIRECT_PRODUCT_SPEC_PATH,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-006.md,f7e8b5ab03959fb503cbf5b862d4a139d35272e49f708372e40981721505a4a4,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-AIR-013,"Campaign Activation, Freshness, and Audience Reaction",Activative Intelligence Runtime,Activative Intelligence Runtime,B,3,AIR-FR-073;AIR-FR-074;AIR-FR-075;AIR-FR-076;AIR-FR-077;AIR-FR-078,AIR-ST-13.01;AIR-ST-13.02;AIR-ST-13.03,DIRECT_PRODUCT_SPEC_PATH,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-013.md,ffeb0b3ea633fbc2b6286fdc88f0e3c7917c969533eed2e5275edf7cdeaf4672,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-SKL-001,"Canonical Skills, Skill Composition Recipes, Steering Recipes, and Transformation Contracts",Atomic Harness Pipeline,Atomic Harness Pipeline,C,3,FR-031;FR-032;FR-033;FR-034;FR-035;FR-036,ST-07.02,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-SKL-001.md,6ca3c55f34f91efbe7250e15a7aad63c200abdbbd7a06da31f3d676f7c30a35b,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-AIR-009,Live Narrative State Induction and Interviewer Resonance,Activative Intelligence Runtime,Activative Intelligence Runtime,B,4,AIR-FR-051;AIR-FR-052;AIR-FR-053;AIR-FR-054,AIR-ST-09.02;AIR-ST-09.03,DIRECT_PRODUCT_SPEC_PATH,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-009.md,f904f8a996895917098e28f3ee99c0162dd34efdc4a07aae36f4dad069c5ca52,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-INT-001,Canonical Interview Source Package and Dual Admission,Interview Expression,Interview Expression,D,4,AIR-FR-067;AIR-FR-068;AIR-FR-069;AIR-FR-070;AIR-FR-071;AIR-FR-072;FR-121;FR-122;FR-123;FR-125;FR-126,AIR-ST-12.01;AIR-ST-12.02;AIR-ST-12.03;ST-01.02;ST-01.03;ST-01.04,DIRECT_PRODUCT_SPEC_PATH,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-001.md,ca13c9fdcc3b840533de2a955a5388497a434a0b7f94950978012536fd4301e8,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-INT-007,Live Activative State and Interview Execution,Interview Expression,Interview Expression,D,5,AIR-FR-049;AIR-FR-050,AIR-ST-09.01,DIRECT_PRODUCT_SPEC_PATH,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-007.md,98978c560ba216707fcc7d26305de1f2c42e9391f09db20aa4fc97a69fe08dbc,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-INT-002,Word/Speaker Alignment and Packed Phrase Transcript,Interview Expression,Interview Expression,D,5,FR-124;FR-128,ST-01.03;ST-02.01,DIRECT_PRODUCT_SPEC_PATH,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-002.md,1aff9aca4776d0dbb8254882814b6277303258924990a0f75640798768f4123d,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-INT-003,"Shot Boundary, Transition, Keyframe, and Visual Reference Index",Interview Expression,Interview Expression,D,5,FR-129,ST-02.02,DIRECT_PRODUCT_SPEC_PATH,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-003.md,d6075ebbc317a2e9f363bebfedda78dcf7d8d31dc1377dbc15b212f7800bd1d6,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-INT-006,Reaction Observation and Reaction Receipt Evidence,Interview Expression,Interview Expression,D,6,AIR-FR-055;AIR-FR-056;AIR-FR-057;AIR-FR-058;AIR-FR-059;AIR-FR-060,AIR-ST-10.01;AIR-ST-10.02;AIR-ST-10.03,DIRECT_PRODUCT_SPEC_PATH,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-006.md,3fb216913d8e0c52e3a51db65b6a3c848240cc3d040f9806fd8d3c85a443f58d,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-INT-004,"Tag Provenance, Anchor Hit, and Expression Moment Governance",Interview Expression,Interview Expression,D,7,AIR-FR-061;AIR-FR-062;AIR-FR-063;AIR-FR-064;AIR-FR-066;FR-127;FR-130;FR-131,AIR-ST-11.01;AIR-ST-11.02;AIR-ST-11.03;ST-02.01;ST-02.03,DIRECT_PRODUCT_SPEC_PATH,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-004.md,e6147fc8ca8f8d6d3a0ff8954336fe9b844c8e18e45c41b330c558f7d87a0d5a,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-AIR-011,Expression Moments and Observed Activative Intelligence,Activative Intelligence Runtime,Activative Intelligence Runtime,B,8,AIR-FR-065,AIR-ST-11.03,DIRECT_PRODUCT_SPEC_PATH,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-011.md,c48ef679872bfa3e8bf2bd40ea44c3f4d18da30b3d05d19a99d5131fe26dd00b,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-INT-005,Expression Ingredient Inventory and Asset Package Spec,Interview Expression,Interview Expression,D,8,FR-132,ST-02.04,DIRECT_PRODUCT_SPEC_PATH,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-005.md,ffdac05544b34230765c0e3f0eca32f77a471886fdb1871ecec4ba7b536f6416,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-AIR-015,"Derivative Activation Programs, Guest Voice DNA Final Scripts, and Mandatory",Activative Intelligence Runtime,Activative Intelligence Runtime,B,9,AIR-FR-085;AIR-FR-086;AIR-FR-087;AIR-FR-088;AIR-FR-089;AIR-FR-090;FR-167,AIR-ST-15.01;AIR-ST-15.02;AIR-ST-15.03;ST-12.03,DIRECT_PRODUCT_SPEC_PATH,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-015.md,58946bef28d60b991fd2897429f199534c104b9096b977125f2e5b6a710a03d8,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-AIR-016,Activation Transfer Fidelity and Source Fidelity,Activative Intelligence Runtime,Activative Intelligence Runtime,B,10,AIR-FR-091;AIR-FR-092;AIR-FR-093;AIR-FR-094;AIR-FR-095;AIR-FR-096;FR-168;FR-180,AIR-ST-16.01;AIR-ST-16.02;AIR-ST-16.03;ST-12.04;ST-13.04,DIRECT_PRODUCT_SPEC_PATH,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-016.md,5e4437baff399f65a2b0b63c6f3a43e91145fbd188dbcb503bf67cc09e24cddc,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-AHP-003,"Source-Backed Content Batch, Archetype Routing, and Derivative Job Contracts",Atomic Harness Pipeline,Atomic Harness Pipeline,C,11,FR-133;FR-134;FR-135;FR-136,ST-03.02;ST-03.03,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-003.md,072041914b836be5a45e80ee87102cc490f0927a946633e78806bee63e3578ed,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-AIR-017,"Visual Activation, Composition-Before-Editing, and Production Handoff",Activative Intelligence Runtime,Activative Intelligence Runtime,B,11,AIR-FR-097;AIR-FR-098;AIR-FR-099;AIR-FR-100;AIR-FR-101;AIR-FR-102,AIR-ST-17.01;AIR-ST-17.02;AIR-ST-17.03,DIRECT_PRODUCT_SPEC_PATH,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-017.md,0e87466a326eac865a66609d2609a1fc8006f5b32a5a847bd01e36e488363a81,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-VID-001,Existing VideoEditProgram Adoption and Canonical Source Media Intake,Atomic Harness Pipeline,Atomic Harness Pipeline,E,12,FR-067;FR-068,ST-04.01,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-001.md,cfa33fdc9fcfc0a98c1b73f9ef6ed970b906774f5f87deb33fbde8fd385c2cd8,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-AIR-019,"Failure Attribution, Selective Repair, and JIT Role Capsules",Activative Intelligence Runtime,Activative Intelligence Runtime,B,12,AIR-FR-109;AIR-FR-111;FR-098,AIR-ST-19.01;AIR-ST-19.02;ST-10.01,DIRECT_PRODUCT_SPEC_PATH,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-019.md,515e42a7e015c212f9f972b4e78e1e7aa0558816448f10ff18db9b9a7f7ecd5e,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-ANI-001,Source-Grounded Non-Format-02 2D Animation Derivative Runtime,Atomic Harness Pipeline,Atomic Harness Pipeline,E,12,FR-147;FR-148,ST-05.04,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-ANI-001.md,8bce45fdf570d41a263f5df882d2297ce52fa1fef7615d534c025b1c8cc12ff9,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-DEL-001,"Source-Grounded Visual Asset Demand, Asset Result, Geometry, and Usage Acknowledgement",Atomic Harness Pipeline,Atomic Harness Pipeline,H,12,FR-085;FR-086;FR-090,ST-08.01,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-DEL-001.md,aba43b66766795436b2073b528a486e7dbdb4cc48638ca21a1642c0e36e6d751,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-EVAL-001,Deterministic and Independent Evaluation Profiles,Atomic Harness Pipeline,Independent Evaluation,G,12,FR-091;FR-092,ST-09.01,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-EVAL-001.md,0c3a47dc3cfb331630df794bec4869c71d5fc70894b6f0fd77b08068ff74024f,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-STA-001,"Composition IR, PRETEXT, Geometry, Annotation, and Skia Runtime",Atomic Harness Pipeline,Atomic Harness Pipeline,E,12,FR-049;FR-050;FR-051;FR-052;FR-053;FR-054,ST-05.01,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-STA-001.md,423eee94e20ab263fbbc1d10fefd4a687e823491c3eba1ece66acfcf0302e160,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-VID-002,"Talking-Head A-Roll Selection, Word-Boundary EDL, and Output-Time Mapping",Atomic Harness Pipeline,Atomic Harness Pipeline,E,13,FR-069;FR-139;FR-140;FR-141,ST-04.02,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-002.md,ea8f83e732ac9da4ff8c31816ba9ad7e6c6a8bf866b1b6a5ae4c3bb4c9bc9b13,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-AHP-004,"Workflow Node Kernel, Scheduler, Bounded Roles, and Handoffs",Atomic Harness Pipeline,Atomic Harness Pipeline,C,13,AIR-FR-112;FR-013;FR-014;FR-015;FR-016;FR-017;FR-018;FR-137,AIR-ST-19.02;ST-03.04,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-004.md,771cbdcdc33a6ed7fe175a037740a89181e7c51baa6591ec35c68a9791a24d08,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-RET-001,Authority-First Hybrid Retrieval and JIT Execution Capsule Compiler,Atomic Harness Pipeline,Atomic Harness Pipeline,C,13,AIR-FR-113;FR-019;FR-020;FR-021;FR-022;FR-023;FR-024,AIR-ST-19.03;ST-07.01,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-RET-001.md,9cec3cdbb9aafd511703e47f6c7263389b4cc86784cbef6c6c0146404489868d,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-VAE-BOUND-001,"VAE Provider Ownership for SAM3, Lucida, Layered Generation, ComfyUI, and Google GNM",Visual Asset Editor,Visual Asset Editor,H,13,FR-087;FR-088;FR-089,ST-08.02,PROGRAM_CONTROL_CROSS_PRODUCT_PROPOSAL,CMF_PROGRAM_CONTROL/03_PROGRAM_STATUS/V2_1_SPEC_WRITING_RECOVERY/cross-product-proposals/TS-VAE-BOUND-001.md,c181dd38e2bafbbbea3915ae619902229068361af5d30b69ccc9132e48a21ea4,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-EVAL-002,Rendered Visual Syntax Reparse and Responsible-Layer Diagnosis,Atomic Harness Pipeline,Independent Evaluation,G,13,FR-093;FR-094,ST-09.02,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-EVAL-002.md,64c99efc49e60be93aea30e831b0082181f7151d6043e002f1ed5e0c4cac5144,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-CAR-001,Source-Grounded Carousel Runtime and Export Package,Atomic Harness Pipeline,Atomic Harness Pipeline,E,13,FR-055;FR-056;FR-057;FR-058;FR-059;FR-060;FR-145,ST-05.02,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-CAR-001.md,467a160a856f859482521452d3025504bd5e3ef6c21f8305b6831379fb4a56f6,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-SPV-001,Source-Grounded SuperVisual Runtime and Export Package,Atomic Harness Pipeline,Atomic Harness Pipeline,E,13,FR-061;FR-062;FR-063;FR-064;FR-065;FR-066;FR-146,ST-05.03,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-SPV-001.md,ab8884bbb75649911f36dfda38fd62e0efc9d82dff4594010a8efd4f85877df2,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-VID-003,"Captions, Audio, Evidence, B-Roll, Reframing, and Motion-Slot Planning",Atomic Harness Pipeline,Atomic Harness Pipeline,E,14,FR-070;FR-142,ST-04.03,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-003.md,352a41e925897233636021ae0fef947019d57c30b2279f09903a53ed198d796c,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-AHP-005,Batch Dependency Graph and Selective Invalidation,Atomic Harness Pipeline,Atomic Harness Pipeline,C,14,AIR-FR-110;FR-138,AIR-ST-19.01;ST-03.05,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-005.md,e82cd9d256e5882c3891d70bad3e0fe660610202fd6ffcd5fb350950676d3e6f,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-VID-004,Temporal Embodiment Binding and FFmpeg Production-Correctness,Atomic Harness Pipeline,Atomic Harness Pipeline,E,15,FR-071;FR-072,ST-04.04,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-004.md,b04db0e51f33120419c62d7eb9521a79b337b9858b621d7b66917e30354fb473,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-AHP-006,"Durable Events, Checkpoints, Replay, Cancellation, Migration, and Recovery",Atomic Harness Pipeline,Atomic Harness Pipeline,C,15,AIR-FR-114;FR-025;FR-026;FR-027;FR-028;FR-029;FR-030,AIR-ST-19.03;ST-06.01,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-006.md,abb1ded22e1d5a93eda93223d50606c8e9dcc96ab78eef147b242a550479e1d9,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-EVAL-003,"Selective Repair, Invalidation, Repair Limits, and Human Escalation",Atomic Harness Pipeline,Atomic Harness Pipeline,G,15,FR-095;FR-096,ST-09.03,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-EVAL-003.md,2632f1fcceb757a54b8a203b1cacc0c862c9fef1db964bbefcef2e6b67a818c6,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-VID-005,"Remotion, HyperFrames, FFmpeg Render, QA, and Export Adapters",Atomic Harness Pipeline,Atomic Harness Pipeline,E,16,FR-073;FR-074;FR-075;FR-076;FR-077;FR-078,ST-04.05,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-005.md,a1d4feb2d1a758493af972d132cc92fa4ed81964bafa60ed5d3a282e73418bc4,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-AHP-007,"Execution Fingerprints, Sandbox, Continuous Assurance, and Incident Containment",Atomic Harness Pipeline,Atomic Harness Pipeline,H,16,FR-103;FR-104;FR-105;FR-106;FR-107;FR-108,ST-06.02;ST-06.03,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-007.md,0de27ab2d6c84eeeb8a2c1d4a2b44ed6f772b0d0fe4ae2ba1e1ef3bf26822f12,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-CAS-001,Natural-Language Revision Compiler and ChangeRequestProgram,Conscious Activations Studio,Conscious Activations Studio,F,16,FR-151;FR-153,ST-10.03,DIRECT_PRODUCT_SPEC_PATH,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-001.md,66afd1423145e6cb050ebcf188181649a35dfc2b0a1c4e01859cbf648ecfb7dc,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-VID-006,Rendered Cut-Boundary Evaluation and Bounded Temporal Repair,Atomic Harness Pipeline,Atomic Harness Pipeline,E,17,FR-143;FR-144,ST-04.06,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-006.md,1b728005e5a072f8504282799a5206759dc6e828de6c99b9da1cb401daed6e9b,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-CAS-002,Direct Manipulation Command Adapter and Selective Rerun,Conscious Activations Studio,Conscious Activations Studio,F,17,FR-152;FR-154,ST-10.04,DIRECT_PRODUCT_SPEC_PATH,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-002.md,ae8458a925319fcf5fe416c5539b26aaa0852c2f497b78220d7180e480ff1e27,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-BATCH-001,"Cross-Derivative Continuity, Lineage, Usage, and Audit Export",Atomic Harness Pipeline,Atomic Harness Pipeline,E,18,FR-149;FR-150,ST-05.05,DIRECT_PRODUCT_SPEC_PATH,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-BATCH-001.md,c6a88bcaed4721a251c73b906ef3d76545c60151b9ce47656a5fdae119999cfc,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
TS-CAS-003,"HumanResolutionEpisode Ledger, Retrieval Indexing, and Programming-Material Disposition",Conscious Activations Studio,Conscious Activations Studio,F,18,AIR-FR-103;AIR-FR-104;AIR-FR-105;AIR-FR-106;FR-097;FR-100;FR-155;FR-156,AIR-ST-18.01;AIR-ST-18.02;ST-10.01;ST-10.02;ST-10.05,DIRECT_PRODUCT_SPEC_PATH,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-003.md,2d8642d1b8e7f170732fbd293bc2d86997b3568756c5e686857e9c790f3f5841,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False
