file_path,identifier,described_meaning,reported_owner,reported_status,reported_severity,recorded_date,record_activity,record_scope,reconciliation_disposition,canonical_registry_pointer
03_DELEGATION_PROTOCOL/CROSS_REPO_ISSUES.md,XRI-002,Missing product implementations adapters and executable tests,content_harness_vae,open,critical,2026-07-14,active_pre_reconciliation,repository_local,remapped_to_DLG-ISSUE-002,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/PROGRAM_STATUS_EXPORT.yaml,XRI-001,Upstream revisions and adapter surfaces active blocker,03_DELEGATION_PROTOCOL,open,external_blocker,2026-07-15,active_pre_reconciliation,repository_local,remapped_to_DLG-ISSUE-001_and_canonical_status_added,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/PROGRAM_STATUS_EXPORT.yaml,XRI-002,Owner ratification active blocker,03_DELEGATION_PROTOCOL,open,external_blocker,2026-07-15,active_pre_reconciliation,repository_local,remapped_to_DLG-ISSUE-002_and_canonical_status_added,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/COMPATIBILITY_MANIFEST.yaml,XRI-001,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-15,active_pre_reconciliation,release_status,remapped_to_DLG-ISSUE-001,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/COMPATIBILITY_MANIFEST.yaml,XRI-002,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-15,active_pre_reconciliation,release_status,remapped_to_DLG-ISSUE-002,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/_bmad-output/project-context.md,XRI-001,External blocker shorthand for missing upstream evidence,03_DELEGATION_PROTOCOL,open,blocking,2026-07-14,active_pre_reconciliation,repository_status_context,remapped_to_DLG-ISSUE-001,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/_bmad-output/project-context.md,XRI-002,External blocker shorthand for missing adapters and ratification,03_DELEGATION_PROTOCOL,open,blocking,2026-07-14,active_pre_reconciliation,repository_status_context,remapped_to_DLG-ISSUE-002,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/docs/implementation/IMPLEMENTATION_READINESS.md,XRI-001,Immutable upstream revisions and adapter surfaces,03_DELEGATION_PROTOCOL,open,blocking,2026-07-15,active_pre_reconciliation,release_status,remapped_to_DLG-ISSUE-001,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/docs/implementation/IMPLEMENTATION_READINESS.md,XRI-002,Owner ratification and adapter evidence,03_DELEGATION_PROTOCOL,open,blocking,2026-07-15,active_pre_reconciliation,release_status,remapped_to_DLG-ISSUE-002,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/docs/implementation/DEPENDENCY_GRAPH.yaml,XRI-001,Planning dependency on missing source evidence,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,frozen_planning_baseline,retained_unchanged_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/docs/implementation/DEPENDENCY_GRAPH.yaml,XRI-002,Planning dependency on product adapter evidence,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,frozen_planning_baseline,retained_unchanged_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/docs/implementation/EPICS_AND_VERTICAL_STORIES.md,XRI-001,Planning dependency shorthand,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,frozen_epics_and_stories,retained_unchanged_by_prohibition_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/docs/implementation/EPICS_AND_VERTICAL_STORIES.md,XRI-002,Planning dependency shorthand,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,frozen_epics_and_stories,retained_unchanged_by_prohibition_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml,XRI-001,Missing upstream contract owner evidence,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,frozen_technical_specification,retained_unchanged_by_prohibition_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml,XRI-002,Missing implementation and adapter evidence,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,frozen_technical_specification,retained_unchanged_by_prohibition_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/docs/tech-specs/STAGE3_CONTRACT_BASELINE_REPORT.md,XRI-001,Immutable upstream source artifact gap,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,frozen_technical_report,retained_unchanged_by_prohibition_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/docs/tech-specs/STAGE3_CONTRACT_BASELINE_REPORT.md,XRI-002,Implementation adapter and test gap,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,frozen_technical_report,retained_unchanged_by_prohibition_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/docs/tech-specs/TS-DLG-01-CONTRACT-REGISTRY-AND-COMMON-ENVELOPE.md,XRI-001,Unavailable upstream packages and source diffs,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,frozen_technical_specification,retained_unchanged_by_prohibition_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/docs/tech-specs/TS-DLG-01-CONTRACT-REGISTRY-AND-COMMON-ENVELOPE.md,XRI-002,Unavailable product packages and adapters,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,frozen_technical_specification,retained_unchanged_by_prohibition_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/docs/tech-specs/TS-DLG-02-AUTHORITY-POLICY-AND-PRINCIPAL-IDENTITY.md,XRI-002,Cross-repository principal and adapter evidence,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,frozen_technical_specification,retained_unchanged_by_prohibition_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/docs/tech-specs/TS-DLG-05-BUDGET-CANCELLATION-AMENDMENTS-AND-SUPERSESSION.md,XRI-002,Real product adapter reconciliation,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,frozen_technical_specification,retained_unchanged_by_prohibition_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/docs/tech-specs/TS-DLG-10-FORMAT02-REFERENCE-INTEGRATION.md,XRI-002,Real binding and adapter evidence,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,frozen_technical_specification,retained_unchanged_by_prohibition_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/delegation-contracts/1.1.0-rc.1/COMPATIBILITY_MANIFEST.yaml,XRI-001,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-14,historical,immutable_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/delegation-contracts/1.1.0-rc.1/COMPATIBILITY_MANIFEST.yaml,XRI-002,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-14,historical,immutable_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/delegation-contracts/1.1.0-rc.1/IMPLEMENTATION_READINESS.md,XRI-001,Missing upstream revision evidence,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,immutable_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/delegation-contracts/1.1.0-rc.1/IMPLEMENTATION_READINESS.md,XRI-002,Missing adapter and owner evidence,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,immutable_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/delegation-contracts/1.1.0-rc.2/COMPATIBILITY_MANIFEST.yaml,XRI-001,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-14,historical,immutable_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/delegation-contracts/1.1.0-rc.2/COMPATIBILITY_MANIFEST.yaml,XRI-002,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-14,historical,immutable_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/delegation-contracts/1.1.0-rc.2/IMPLEMENTATION_READINESS.md,XRI-001,Missing immutable upstream revisions and adapters,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,immutable_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/delegation-contracts/1.1.0-rc.2/IMPLEMENTATION_READINESS.md,XRI-002,Missing owner ratification and product evidence,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,immutable_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/delegation-contracts/1.1.0-rc.3/COMPATIBILITY_MANIFEST.yaml,XRI-001,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-14,historical,immutable_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/delegation-contracts/1.1.0-rc.3/COMPATIBILITY_MANIFEST.yaml,XRI-002,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-14,historical,immutable_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/delegation-contracts/1.1.0-rc.4/COMPATIBILITY_MANIFEST.yaml,XRI-001,Delegation publication blocker shorthand frozen at RC4 seal,not_declared,open_at_snapshot,blocking,2026-07-15,historical,immutable_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/delegation-contracts/1.1.0-rc.4/COMPATIBILITY_MANIFEST.yaml,XRI-002,Delegation publication blocker shorthand frozen at RC4 seal,not_declared,open_at_snapshot,blocking,2026-07-15,historical,immutable_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/validation/rc3-release-rehearsal-019f5ff4/COMPATIBILITY_MANIFEST.yaml,XRI-001,Delegation publication blocker shorthand in rehearsal,not_declared,open_at_snapshot,blocking,2026-07-14,historical,release_rehearsal_snapshot,retained_unchanged_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/validation/rc3-release-rehearsal-019f5ff4/COMPATIBILITY_MANIFEST.yaml,XRI-002,Delegation publication blocker shorthand in rehearsal,not_declared,open_at_snapshot,blocking,2026-07-14,historical,release_rehearsal_snapshot,retained_unchanged_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
03_DELEGATION_PROTOCOL/validation/rc4-release-rehearsal-019f5ff4/COMPATIBILITY_MANIFEST.yaml,XRI-001,Delegation publication blocker shorthand in rehearsal,not_declared,open_at_snapshot,blocking,2026-07-15,historical,release_rehearsal_snapshot,retained_unchanged_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
03_DELEGATION_PROTOCOL/validation/rc4-release-rehearsal-019f5ff4/COMPATIBILITY_MANIFEST.yaml,XRI-002,Delegation publication blocker shorthand in rehearsal,not_declared,open_at_snapshot,blocking,2026-07-15,historical,release_rehearsal_snapshot,retained_unchanged_and_classified_historical,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
CMF_PROGRAM_CONTROL/02_CROSS_REPO_CONTRACTS/delegation-contracts/1.0.0-rc.2/COMPATIBILITY_MANIFEST.yaml,XRI-001,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-14,historical,immutable_shared_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
CMF_PROGRAM_CONTROL/02_CROSS_REPO_CONTRACTS/delegation-contracts/1.0.0-rc.2/COMPATIBILITY_MANIFEST.yaml,XRI-002,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-14,historical,immutable_shared_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
CMF_PROGRAM_CONTROL/02_CROSS_REPO_CONTRACTS/delegation-contracts/1.1.0-rc.1/COMPATIBILITY_MANIFEST.yaml,XRI-001,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-14,historical,immutable_shared_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
CMF_PROGRAM_CONTROL/02_CROSS_REPO_CONTRACTS/delegation-contracts/1.1.0-rc.1/COMPATIBILITY_MANIFEST.yaml,XRI-002,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-14,historical,immutable_shared_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
CMF_PROGRAM_CONTROL/02_CROSS_REPO_CONTRACTS/delegation-contracts/1.1.0-rc.1/IMPLEMENTATION_READINESS.md,XRI-001,Missing upstream revisions and adapter surfaces,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,immutable_shared_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
CMF_PROGRAM_CONTROL/02_CROSS_REPO_CONTRACTS/delegation-contracts/1.1.0-rc.1/IMPLEMENTATION_READINESS.md,XRI-002,Missing owner ratification and product evidence,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,immutable_shared_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
CMF_PROGRAM_CONTROL/02_CROSS_REPO_CONTRACTS/delegation-contracts/1.1.0-rc.2/COMPATIBILITY_MANIFEST.yaml,XRI-001,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-14,historical,immutable_shared_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
CMF_PROGRAM_CONTROL/02_CROSS_REPO_CONTRACTS/delegation-contracts/1.1.0-rc.2/COMPATIBILITY_MANIFEST.yaml,XRI-002,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-14,historical,immutable_shared_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
CMF_PROGRAM_CONTROL/02_CROSS_REPO_CONTRACTS/delegation-contracts/1.1.0-rc.2/IMPLEMENTATION_READINESS.md,XRI-001,Missing immutable upstream revisions and adapters,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,immutable_shared_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
CMF_PROGRAM_CONTROL/02_CROSS_REPO_CONTRACTS/delegation-contracts/1.1.0-rc.2/IMPLEMENTATION_READINESS.md,XRI-002,Missing owner ratification and product evidence,03_DELEGATION_PROTOCOL,open_at_snapshot,blocking,2026-07-14,historical,immutable_shared_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
CMF_PROGRAM_CONTROL/02_CROSS_REPO_CONTRACTS/delegation-contracts/1.1.0-rc.3/COMPATIBILITY_MANIFEST.yaml,XRI-001,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-14,historical,immutable_shared_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
CMF_PROGRAM_CONTROL/02_CROSS_REPO_CONTRACTS/delegation-contracts/1.1.0-rc.3/COMPATIBILITY_MANIFEST.yaml,XRI-002,Delegation publication blocker shorthand,not_declared,open_at_snapshot,blocking,2026-07-14,historical,immutable_shared_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
CMF_PROGRAM_CONTROL/02_CROSS_REPO_CONTRACTS/delegation-contracts/1.1.0-rc.4/COMPATIBILITY_MANIFEST.yaml,XRI-001,Delegation publication blocker shorthand frozen at RC4 seal,not_declared,open_at_snapshot,blocking,2026-07-15,historical,immutable_shared_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
CMF_PROGRAM_CONTROL/02_CROSS_REPO_CONTRACTS/delegation-contracts/1.1.0-rc.4/COMPATIBILITY_MANIFEST.yaml,XRI-002,Delegation publication blocker shorthand frozen at RC4 seal,not_declared,open_at_snapshot,blocking,2026-07-15,historical,immutable_shared_release_snapshot,retained_unchanged_and_superseded_by_registry_status,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml,XRI-001,Delegation RC1 source-kind and interview-provenance consumer-conformance failure,03_DELEGATION_PROTOCOL,resolved,blocking,2026-07-15,active,canonical_program_registry,canonical_record,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-001
CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml,XRI-002,Conversational Activation category adoption in Builder governance,01_ATOMIC_HARNESS_BUILDER,resolved,high,2026-07-15,active,canonical_program_registry,canonical_record,CMF_PROGRAM_CONTROL/04_CROSS_REPO_ISSUES/XRI_REGISTRY.yaml#XRI-002
