source_id,title,kind,source_locator,copied_path,bytes,sha256,member_count
SRC-AHP-PORTFOLIO-001,AHP adaptive candidate search feature,feature_module,extracted://CONSCIOUS_ACTIVATIONS_AHP_PRD_V1_2_PRIMITIVE_ARCHETYPE_CENTERED/prd/features/F08-adaptive-candidate-search-and-comparative-selection.md,sources/doctrine/AHP_F08_CANDIDATE_SEARCH.md,16743,645bbd86cea223842661ecfa03ccd21f046a9470cecb98735e2da9f46ec15a11,1
SRC-SOURCE-FIRST-001,AHP V1.1 Source-First Interview PRD,source_first_prd,uploaded://PRD_COMBINED_V1_1_SOURCE_FIRST.md,sources/doctrine/AHP_PRD_V1_1_SOURCE_FIRST.md,517771,cc1cfa721238b999adb1612e805fad60c61c07c566df19d5044fc9e069651508,1
SRC-ARCH-001,CCP Archetype System Migration Proposition,archetype_doctrine,extracted://THE_CMF_STUDIO(2).zip/CCP Archetype System Migration Proposition.docx.md,sources/doctrine/CCP_ARCHETYPE_SYSTEM_MIGRATION_PROPOSITION.md,35537,2d7aa11b72c83a95d9240784978e3b9af4944a3e037f18746f8b204bc3287188,1
SRC-ARCH-002,CMF archetype prompt evidence snapshot,directory_snapshot,extracted://THE_CMF_STUDIO(2).zip/reference/conscious-rivers/src/ccp/harness/intelligence/archetype_prompts,sources/cmf_archetype_prompt_snapshot,878056,2dc58719949f1da027f20253baa74dd88b82ea20d39bc0aa63201c4ffeb8bcf6,96
SRC-BRAND-001,CCP CMF Brand Genesis and Micro-Semiotic Pipeline V3,brand_doctrine,extracted://THE_CMF_STUDIO(2).zip/CCP_CMF_Brand_Genesis_and_Micro_Semiotic_Pipeline_V3.md,sources/doctrine/CCP_CMF_BRAND_GENESIS_AND_MICRO_SEMIOTIC_PIPELINE_V3.md,45066,61710fe56484b569ce28ddefadbb4c8047e9ae48cadf25291423cf4f200e3dcb,1
SRC-CBAR-001,CBAR Epic and Story Hardening Skill,spec_method,extracted://Specs_Builder_Library(2).zip/Protocols_and_Skills/SKILL_CBAR_Epic_Story_Hardening.md,sources/spec_methods/SKILL_CBAR_Epic_Story_Hardening.md,15992,abc118f1124e2d28d10506d6b1c23075202e3b69c8f59d485ca5dd186207c115,1
SRC-CCV-001,CCV Combinatorial Controlled Variation,variation_doctrine,extracted://CONSCIOUS_ACTIVATIONS_AHP_PRD_V1_2_PRIMITIVE_ARCHETYPE_CENTERED/sources/CCV_COMBINATORIAL_CONTROLLED_VARIATION.md,sources/doctrine/CCV_COMBINATORIAL_CONTROLLED_VARIATION.md,36970,0869ff50e4bdaba3dc1854183100826d0de9568b9ed5558bf68b4590834a62c4,1
SRC-DOCTRINE-001,Current Conscious Activations writing and doctrine profile,writing_profile,extracted://CONSCIOUS_ACTIVATIONS_AHP_PRD_V1_2_PRIMITIVE_ARCHETYPE_CENTERED/governance/CURRENT_WRITING_PROFILE.md,sources/spec_methods/CURRENT_WRITING_PROFILE_AHP_V1_2.md,11536,ba88c5572ae3f7571daac9991a0d325a20f491cb9c0ea7c3816deb3ff3d32956,1
SRC-HARNESS-RESEARCH-001,"Better Harnesses, Smaller Models research paper",research,uploaded://Better Harnesses & Smaller Models.pdf,sources/research/Better_Harnesses_Smaller_Models.pdf,696336,3fac74f3152a8ec2cd6d28e98a6e5cff323fea9c39e7328bdb38bfb0b3003b17,1
SRC-INT-001,CCP V9 Interview-First Expression Engine,interview_doctrine,extracted://THE_CMF_STUDIO(2).zip/CCP V9  Interview-First Expression Engine.md,sources/doctrine/CCP_V9_INTERVIEW_FIRST_EXPRESSION_ENGINE.md,43321,c9014d284080b0d927fc496f292f6c58220790bdb63aff70a004d8a42c997007,1
SRC-INT-002,CCP V9.1 Expression Capture and Archetype Routing,interview_doctrine,extracted://THE_CMF_STUDIO(2).zip/CCP V9.1 Expression Capture & Archetype Routing Update.md,sources/doctrine/CCP_V9_1_EXPRESSION_CAPTURE_ARCHETYPE_ROUTING.md,24239,58e92fee3f9486ab524d1229c4759566f760b6cc91472aff279e457b0b52482b,1
SRC-MOE-001,Matrix of Edging,matrix_doctrine,extracted://THE_CMF_STUDIO(2).zip/Matrix of Edging.md,sources/doctrine/MATRIX_OF_EDGING.md,15982,7ba1858cd9238a63f32d28e9cc8e7bbe306ba82ac5fa5af4a0346128aa3b6ebb,1
SRC-PRIM-001,Meaning Primitive Registry specification,primitive_spec,extracted://CONSCIOUS_ACTIVATIONS_AHP_PRD_V1_2_PRIMITIVE_ARCHETYPE_CENTERED/sources/MEANING_PRIMITIVE_REGISTRY_SPEC.md,sources/doctrine/MEANING_PRIMITIVE_REGISTRY_SPEC.md,7035,1851f4e8e07beb6e1886e91f45d8bb12cf38d6fc8af8f20e314788d6d47d7e5f,1
SRC-PRIM-002,Experience Primitive Registry specification,primitive_spec,extracted://CONSCIOUS_ACTIVATIONS_AHP_PRD_V1_2_PRIMITIVE_ARCHETYPE_CENTERED/sources/EXPERIENCE_PRIMITIVE_REGISTRY_SPEC.md,sources/doctrine/EXPERIENCE_PRIMITIVE_REGISTRY_SPEC.md,11111,5cb5f1b568c84e41bbbf2ccbb18b938ccee5de1c6cab5cbee96343d88adaee72,1
SRC-PRIM-003,CMF full primitive YAML snapshot,directory_snapshot,extracted://THE_CMF_STUDIO(2).zip/reference/conscious-rivers/src/ccp/harness/primitives,sources/cmf_primitive_registry_snapshot,1766481,4a3423b0fce2b30c58e65275a656a0188693656406dd12269fe2e58d4d514447,244
SRC-RECENT-001,Efficient Skill Grounding via Code Refactoring with Small Language Models,research,uploaded://Efficient Skill Grounding via Code Refactoring with Small Language Models.pdf,sources/research/Efficient_Skill_Grounding_RECENT.pdf,12104822,608d8570469d44a79f4ac3ab06cf662eb4aa2a953aca321152f81cbc07fba7a8,1
SRC-RSCS-001,RSCS Recursive Signal Compression Systems,distillation_doctrine,extracted://CONSCIOUS_ACTIVATIONS_AHP_PRD_V1_2_PRIMITIVE_ARCHETYPE_CENTERED/sources/RSCS_RECURSIVE_SIGNAL_COMPRESSION_SYSTEMS.md,sources/doctrine/RSCS_RECURSIVE_SIGNAL_COMPRESSION_SYSTEMS.md,29832,bb8ebfcd5c519649b4363731cf11434ce600c71fb5e1d020abb59cbb51b8a330,1
SRC-SDA-001,CMF SDA registry snapshot,directory_snapshot,extracted://THE_CMF_STUDIO(2).zip/registries/sda,sources/cmf_sda_registry_snapshot,12379,ded8e22b39a4bbefa394b86a7b379f880ef83f56c8f901b12eb5dfac5f642200,14
SRC-SFL-001,CMF SFL registry snapshot,directory_snapshot,extracted://THE_CMF_STUDIO(2).zip/registries/sfl,sources/cmf_sfl_registry_snapshot,44200,327cc36abee9428e416fab6b4d1880a26c02bf4082b16a52f6184c7dfdbb7ad1,30
SRC-STUDIO-AMENDMENT-001,Conscious Activations Studio Architecture Amendment V2.1,architecture_amendment,uploaded://CONSCIOUS_ACTIVATIONS_STUDIO_ARCHITECTURE_AMENDMENT_V2_1(2).zip,sources/brownfield/CONSCIOUS_ACTIVATIONS_STUDIO_ARCHITECTURE_AMENDMENT_V2_1.zip,13678,9059fe3cad98c5d6ca0f9584f091ac503a5e5a9279a4a476821db816dc7603b8,1
SRC-VISUAL-DOCTRINE-001,CCP Creative Pipeline Architecture V2,visual_doctrine,extracted://THE_CMF_STUDIO(2).zip/CCP_Creative_Pipeline_Architecture_V2.md,sources/doctrine/CCP_CREATIVE_PIPELINE_ARCHITECTURE_V2.md,61539,8b9175d8631eff50b7f6c959ad245b87f9b307577b51e6dd4d2f622fd44175e8,1
SRC-AI2-OBJECT-001,AI2 Canonical Object Model,object_model,extracted://CCP_INTEGRATED_ACTIVATIVE_INTELLIGENCE_V2_FULL_BUNDLE/docs/06_CANONICAL_OBJECT_MODEL.md,sources/ai_v2_predecessor/06_CANONICAL_OBJECT_MODEL.md,1483,18a6ffc82f8d980ee72ba05f99cff6eb8aea22aa0a2ed16f245cf2d51935872a,1
SRC-AI2-PLANNING-001,AI2 predecessor Epics and Vertical Stories,predecessor_planning,extracted://CCP_INTEGRATED_ACTIVATIVE_INTELLIGENCE_V2_FULL_BUNDLE/planning/EPICS_AND_VERTICAL_STORIES.md,sources/ai_v2_predecessor/EPICS_AND_VERTICAL_STORIES.md,2670,5adb2fef2d61fc6ce745a6d3ac120479bf4766ded8e425a6b6c10aa7a96b02cc,1
SRC-AI2-SPEC-001,AI2 predecessor Tech Spec Inventory,predecessor_planning,extracted://CCP_INTEGRATED_ACTIVATIVE_INTELLIGENCE_V2_FULL_BUNDLE/planning/TECH_SPEC_INVENTORY.md,sources/ai_v2_predecessor/TECH_SPEC_INVENTORY.md,1121,cc52771ff6720a39f0a43bbb3c608dc55ff598701f7bff26457f9a5af4ff4f04,1
SRC-AI2-SKILL-001,AI2 predecessor operating Skill,predecessor_skill,extracted://CCP_INTEGRATED_ACTIVATIVE_INTELLIGENCE_V2_FULL_BUNDLE/SKILL.md,sources/ai_v2_predecessor/AI2_SKILL.md,2289,9171917f61dc5735c66c53fe37404645e1ef8d9ce6fd0a53c3d20d1bd57df2b5,1
SRC-BROWNFIELD-AUDIT-001,CMF Studio Predecessor Migration Audit V1,brownfield_audit,uploaded://CMF_STUDIO_PREDECESSOR_MIGRATION_AUDIT_V1(1).md,sources/brownfield/CMF_STUDIO_PREDECESSOR_MIGRATION_AUDIT_V1.md,10966,5912930b2abfb376aef67c140bb745845ede054b07ad6aa0e9bb77f9a06301d7,1
SRC-STATE-RECON-001,Current-State Reconciliation Requirement,status_reconciliation,uploaded://CURRENT_STATE_RECONCILIATION(1).md,sources/brownfield/CURRENT_STATE_RECONCILIATION.md,1034,6e9478a31b5b3db3e4c83e86a9275ba4fe05676bb95e206dd62411af1352e905,1
SRC-REUSE-CROSSWALK-001,Exact Source Reuse Crosswalk,brownfield_crosswalk,uploaded://EXACT_SOURCE_REUSE_CROSSWALK(1).csv,sources/brownfield/EXACT_SOURCE_REUSE_CROSSWALK.csv,21449,c8c97f5d2003d070180a7061484609b2f9c8ef990efa116914f05b4e400e7820,1
SRC-GAP-ANALYSIS-001,Activative Intelligence lifecycle integration gap analysis,gap_analysis,uploaded://Pasted markdown(16).md,sources/brownfield/ACTIVATIVE_INTELLIGENCE_GAP_ANALYSIS.md,24720,83894499b8fd8ea0cf2cdbc8a3ab63b2ad5a3ced4c985697d04a680d2cb725c2,1
SRC-PRD-METHOD-001,PRD Module Writer Skill,spec_method,extracted://Specs_Builder_Library(2).zip/Protocols_and_Skills/SKILL_PRD_Module_Writer.md,sources/spec_methods/SKILL_PRD_Module_Writer.md,13832,40a3d9ba96001d4817ead035115f3ba040cecd6e40e41775a934a495b9eae834,1
SRC-EPIC-METHOD-001,Epic and Story Writing Protocol,spec_method,extracted://Specs_Builder_Library(2).zip/Protocols_and_Skills/ERA3_Epic_and_Story_Writing_Protocol.md,sources/spec_methods/ERA3_Epic_and_Story_Writing_Protocol.md,5270,deee4e2e753cf126382ce27e6ef43c0fc778322eda75ca042008655f6e344358,1
SRC-TECHSPEC-METHOD-001,Tech Spec Writing Protocol,spec_method,extracted://Specs_Builder_Library(2).zip/Protocols_and_Skills/ERA3_Tech_Spec_Writing_Protocol.md,sources/spec_methods/ERA3_Tech_Spec_Writing_Protocol.md,39331,6af049310273b5010f0df1827392dfdf80b8631059de73c417d45b1c0049534c,1
SRC-PRIM-CODE-001,CMF Primitive Coalition contract implementation evidence,brownfield_code,extracted://THE_CMF_STUDIO(2).zip/src/ccp_studio/contracts/primitive_coalition.py,sources/doctrine/PRIMITIVE_COALITION_CONTRACT.py,8681,990735d588e03004cbee780cea7e3623361a7fa70991e898ff13f173618cbf08,1
