canonical_spec_id,title,product_home,primary_semantic_owner,consulted_owners,canonical_path,path_state,writer_lane,gate,quality_status,source_kind,source_spec_or_assignment,controlling_fr_count,controlling_story_count,implementation_grade_full_spec_present,accepted_for_build,claim_ceiling
TS-AIR-003,Activation Hypothesis Portfolio and Comparative Search,Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-003.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-003,6,3,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-004,Primitive Family Registry and Primitive Binding,Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-004.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-004,8,4,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-005,"Primitive Coalition Contract, Coalition Signature, Edge Product, and Steering",Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-005.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-005,11,7,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-006,Archetype Coalition and Psychological Role Inside a Tension,Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-006.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-006,8,5,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-007,"Brand Genesis, Voice DNA, Visual DNA, and Distillation Layers",Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-007.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-007,12,7,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-008,Planned Activative Intelligence and Interview Asset Contracts,Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-008.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-008,6,3,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-009,Live Narrative State Induction and Interviewer Resonance,Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-009.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-009,4,2,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-011,Expression Moments and Observed Activative Intelligence,Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-011.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-011,1,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-013,"Campaign Activation, Freshness, and Audience Reaction",Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-013.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-013,6,3,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-014,Relationship Activation and ReelCast Progression,Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-014.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-014,6,3,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-015,"Derivative Activation Programs, Guest Voice DNA Final Scripts, and Mandatory",Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-015.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-015,7,4,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-016,Activation Transfer Fidelity and Source Fidelity,Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-016.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-016,8,5,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-017,"Visual Activation, Composition-Before-Editing, and Production Handoff",Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-017.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_B_VERTICAL_RUNTIME_AND_INTEGRATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-017,6,3,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-018,Human Resolution Episodes and Scoped Learning,Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-018.md,RESERVED_PROSPECTIVE_NOT_CREATED,F,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-018,3,2,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-019,"Failure Attribution, Selective Repair, and JIT Role Capsules",Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-019.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-019,3,3,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-AIR-020,"Programmed Models, Independent Evaluation, Product Integration, and Evidence",Activative Intelligence Runtime,Activative Intelligence Runtime,,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-020.md,RESERVED_PROSPECTIVE_NOT_CREATED,B,GATE_C_EVIDENCE_PROMOTION_AND_PRODUCTIZATION,QUEUED_FOR_WRITE,FULL_DRAFT,TS-AIR-020,8,4,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-ANI-001,Source-Grounded Non-Format-02 2D Animation Derivative Runtime,Atomic Harness Pipeline,Atomic Harness Pipeline,,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-ANI-001.md,RESERVED_PROSPECTIVE_NOT_CREATED,E,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-ANI-001,2,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-BATCH-001,"Cross-Derivative Continuity, Lineage, Usage, and Audit Export",Atomic Harness Pipeline,Atomic Harness Pipeline,,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-BATCH-001.md,RESERVED_PROSPECTIVE_NOT_CREATED,E,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-BATCH-001,2,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-CAR-001,Source-Grounded Carousel Runtime and Export Package,Atomic Harness Pipeline,Atomic Harness Pipeline,,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-CAR-001.md,RESERVED_PROSPECTIVE_NOT_CREATED,E,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-CAR-001,7,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-CAS-001,Natural-Language Revision Compiler and ChangeRequestProgram,Conscious Activations Studio,Conscious Activations Studio,,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-001.md,RESERVED_PROSPECTIVE_NOT_CREATED,F,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-CAS-001,2,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-CAS-002,Direct Manipulation Command Adapter and Selective Rerun,Conscious Activations Studio,Conscious Activations Studio,,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-002.md,RESERVED_PROSPECTIVE_NOT_CREATED,F,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-CAS-002,2,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-CAS-003,"HumanResolutionEpisode Ledger, Retrieval Indexing, and Programming-Material Disposition",Conscious Activations Studio,Conscious Activations Studio,Activative Intelligence Runtime,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-003.md,RESERVED_PROSPECTIVE_NOT_CREATED,F,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-CAS-003,8,5,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-CAS-004,"Source-to-Batch Control Tower, Category Workbenches, Evidence, Health, and Audit Export",Conscious Activations Studio,Conscious Activations Studio,,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-004.md,RESERVED_PROSPECTIVE_NOT_CREATED,F,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-CAS-004,5,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-CAS-005,"Campaign Order, Shared Shell, Autonomy Modes, and Exception Review",Conscious Activations Studio,Conscious Activations Studio,,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-005.md,RESERVED_PROSPECTIVE_NOT_CREATED,F,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-CAS-005,5,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-CAS-006,Ship/Publish Authority and Harness-to-Studio Surface Routing,Conscious Activations Studio,Conscious Activations Studio,,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-006.md,RESERVED_PROSPECTIVE_NOT_CREATED,F,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-CAS-006,2,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-DEL-001,"Source-Grounded Visual Asset Demand, Asset Result, Geometry, and Usage Acknowledgement",Atomic Harness Pipeline,Atomic Harness Pipeline,Delegation Protocol;Visual Asset Editor,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-DEL-001.md,RESERVED_PROSPECTIVE_NOT_CREATED,H,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-DEL-001,3,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-EVAL-001,Deterministic and Independent Evaluation Profiles,Atomic Harness Pipeline,Independent Evaluation,Atomic Harness Pipeline;Activative Intelligence Runtime,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-EVAL-001.md,RESERVED_PROSPECTIVE_NOT_CREATED,G,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-EVAL-001,2,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-EVAL-002,Rendered Visual Syntax Reparse and Responsible-Layer Diagnosis,Atomic Harness Pipeline,Independent Evaluation,Atomic Harness Pipeline;Activative Intelligence Runtime,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-EVAL-002.md,RESERVED_PROSPECTIVE_NOT_CREATED,G,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-EVAL-002,2,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-EVAL-003,"Selective Repair, Invalidation, Repair Limits, and Human Escalation",Atomic Harness Pipeline,Atomic Harness Pipeline,Independent Evaluation;Activative Intelligence Runtime,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-EVAL-003.md,RESERVED_PROSPECTIVE_NOT_CREATED,G,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-EVAL-003,2,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-INT-001,Canonical Interview Source Package and Dual Admission,Interview Expression,Interview Expression,,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-001.md,RESERVED_PROSPECTIVE_NOT_CREATED,D,GATE_A,QUEUED_FOR_WRITE,MERGED_FULL_DRAFT_AND_ASSIGNMENT,TS-AIR-012,11,6,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-INT-002,Word/Speaker Alignment and Packed Phrase Transcript,Interview Expression,Interview Expression,,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-002.md,RESERVED_PROSPECTIVE_NOT_CREATED,D,GATE_A,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-INT-002,2,2,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-INT-003,"Shot Boundary, Transition, Keyframe, and Visual Reference Index",Interview Expression,Interview Expression,,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-003.md,RESERVED_PROSPECTIVE_NOT_CREATED,D,GATE_A,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-INT-003,1,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-INT-004,"Tag Provenance, Anchor Hit, and Expression Moment Governance",Interview Expression,Interview Expression,,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-004.md,RESERVED_PROSPECTIVE_NOT_CREATED,D,GATE_A,QUEUED_FOR_WRITE,MERGED_FULL_DRAFT_AND_ASSIGNMENT,TS-AIR-011,8,5,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-INT-005,Expression Ingredient Inventory and Asset Package Spec,Interview Expression,Interview Expression,,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-005.md,RESERVED_PROSPECTIVE_NOT_CREATED,D,GATE_A,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-INT-005,1,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-INT-006,Reaction Observation and Reaction Receipt Evidence,Interview Expression,Interview Expression,,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-006.md,RESERVED_PROSPECTIVE_NOT_CREATED,D,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,QUEUED_FOR_WRITE,SPLIT_FULL_DRAFT_DONOR,TS-AIR-010,6,3,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-INT-007,Live Activative State and Interview Execution,Interview Expression,Interview Expression,,06_INTERVIEW_EXPRESSION/docs/tech-specs/TS-INT-007.md,RESERVED_PROSPECTIVE_NOT_CREATED,D,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,QUEUED_FOR_WRITE,SPLIT_FULL_DRAFT_DONOR,TS-AIR-009,2,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-PM-001,"Programmed Model Artifact, Claim, Model Program, Lifecycle, and Resolver",Atomic Harness Pipeline,Atomic Harness Pipeline,Activative Intelligence Runtime,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-PM-001.md,RESERVED_PROSPECTIVE_NOT_CREATED,G,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-PM-001,6,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-REL-001,"Format 02 Deferral, Historical Evidence Isolation, and Future Activation Gate",Program Control,Program Control,,CMF_PROGRAM_CONTROL/01_PRODUCT_AUTHORITIES/v2.1-candidates/specs/TS-REL-001.md,RESERVED_PROSPECTIVE_NOT_CREATED,A,GATE_A,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-REL-001,6,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-REL-002,"Source-First Release Evidence, Expansion Claims, and Implementation Handoff",Program Control,Program Control,,CMF_PROGRAM_CONTROL/01_PRODUCT_AUTHORITIES/v2.1-candidates/specs/TS-REL-002.md,RESERVED_PROSPECTIVE_NOT_CREATED,A,GATE_A,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-REL-002,5,3,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-RET-001,Authority-First Hybrid Retrieval and JIT Execution Capsule Compiler,Atomic Harness Pipeline,Atomic Harness Pipeline,,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-RET-001.md,RESERVED_PROSPECTIVE_NOT_CREATED,C,GATE_A,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-RET-001,7,2,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-SKL-001,"Canonical Skills, Skill Composition Recipes, Steering Recipes, and Transformation Contracts",Atomic Harness Pipeline,Atomic Harness Pipeline,Activative Intelligence Runtime,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-SKL-001.md,RESERVED_PROSPECTIVE_NOT_CREATED,C,GATE_A,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-SKL-001,6,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-SPV-001,Source-Grounded SuperVisual Runtime and Export Package,Atomic Harness Pipeline,Atomic Harness Pipeline,,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-SPV-001.md,RESERVED_PROSPECTIVE_NOT_CREATED,E,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-SPV-001,7,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-STA-001,"Composition IR, PRETEXT, Geometry, Annotation, and Skia Runtime",Atomic Harness Pipeline,Atomic Harness Pipeline,,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-STA-001.md,RESERVED_PROSPECTIVE_NOT_CREATED,E,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-STA-001,6,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
TS-VAE-BOUND-001,"VAE Provider Ownership for SAM3, Lucida, Layered Generation, ComfyUI, and Google GNM",Visual Asset Editor,Visual Asset Editor,Atomic Harness Pipeline;Delegation Protocol,02_VISUAL_ASSET_EDITOR/docs/tech-specs/TS-VAE-BOUND-001.md,RESERVED_PROSPECTIVE_NOT_CREATED,H,GATE_B,QUEUED_FOR_WRITE,ASSIGNMENT_BRIEF_ONLY,TS-VAE-BOUND-001,3,1,false,false,SPECIFICATION_ONLY_NO_IMPLEMENTATION_NO_PRODUCTION_NO_CERTIFICATION
