artifact_path,artifact_type,verdict,reason,required_batch,owner,status
docs/tech-specs/TS-VAE-05-BUDGET-PROGRAMS-AND-CANDIDATE-PORTFOLIOS.md,technical_spec,PATCH_REQUIRED,"Extend pre-ranking ineligibility to every V1.1 constitutional hard gate.",B,vae_architecture_owner,mapped_not_patched_batch_a
docs/tech-specs/TS-VAE-06-INDEPENDENT-VLM-EVALUATION.md,technical_spec,PATCH_REQUIRED,"Add all applicable V1.1 dimensions, delete-caption behavior, profile applicability, evidence, and hard-gate precedence.",B,evaluation_authority,mapped_not_patched_batch_a
docs/tech-specs/TS-VAE-07-REPAIR-INVALIDATION-AND-BOUNDED-RERUNS.md,technical_spec,PATCH_REQUIRED,"Treat the new semantic layers and Feature Contracts as preserved demand-owned bindings and rerun all affected constitutional gates.",B,vae_architecture_owner,mapped_not_patched_batch_a
docs/tech-specs/TS-VAE-08-ASSET-LIFECYCLE-MEMORY-OKF-AND-STEERING.md,technical_spec,PATCH_REQUIRED,"Carry typed Activative Intelligence and applicable Expression Moment lineage through selected assets, usage, and memory.",B,vae_architecture_owner,mapped_not_patched_batch_a
docs/tech-specs/TS-VAE-09-ASYNCHRONOUS-SERVICE-AND-CONTROL-TOWER.md,technical_spec,PATCH_REQUIRED,"Expose immutable constitutional context and gate evidence without mutable semantic controls or private-state leakage.",B,vae_architecture_owner,mapped_not_patched_batch_a
docs/tech-specs/TS-VAE-10-FORMAT02-RELEASE1-VERTICAL-SLICE.md,technical_spec,PATCH_REQUIRED,"Expand the reference slice, fixture path, benchmark cases, and release proof to all five amendment acceptance tests.",B,vae_architecture_owner,mapped_not_patched_batch_a
docs/tech-specs/TS-VAE-11-LORA-AND-CAPABILITY-DEVELOPMENT.md,technical_spec,PATCH_REQUIRED,"Block capability promotion on any new activation, narrative, feature-contract, no-text, or wrong-reading regression.",B,vae_architecture_owner,mapped_not_patched_batch_a
contracts/schemas/VISUAL_ASSET_DEMAND.schema.yaml,shared_schema_snapshot,BLOCKED,"Delegation owns the public schema; do not patch this comparison snapshot into a V1.1 fork. Replace or quarantine only against published generated RC1 bindings.",C,delegation_owner,blocked_delegation_1_1_0_rc1
contracts/schemas/VISUAL_QUALITY_EVALUATION.schema.yaml,vae_owned_schema,PATCH_REQUIRED,"Add explicit activation, narrative, feature-contract, wrong-reading, and conditional no-text evidence required by versioned profiles.",B,evaluation_authority,mapped_not_patched_batch_a
contracts/schemas/VISUAL_PRODUCTION_PLAN.schema.yaml,vae_owned_schema,PATCH_REQUIRED,"Carry immutable references and preserved bindings for all constitutional demand layers without copying their public schema definitions.",B,vae_contract_owner,mapped_not_patched_batch_a
contracts/schemas/VISUAL_ASSET_MEMORY_RECORD.schema.yaml,vae_owned_schema,PATCH_REQUIRED,"Add typed source-lineage references sufficient to trace selected assets to Activative Intelligence and applicable Expression Moments.",B,vae_contract_owner,mapped_not_patched_batch_a
contracts/schemas/VISUAL_REPAIR_CONTRACT.schema.yaml,vae_owned_schema,PATCH_REQUIRED,"Make constitutional bindings explicitly preserved or prohibited from repair and include regression gates.",B,vae_contract_owner,mapped_not_patched_batch_a
contracts/schemas/ASSET_RESULT_CONTRACT.schema.yaml,shared_schema_snapshot,BLOCKED,"Existing result migration is already blocked; the final result and lineage reference mapping must use the canonical RC1 contract and cannot be locally redesigned.",C,delegation_owner,blocked_delegation_1_1_0_rc1
contracts/examples/format02_visual_asset_demand.yaml,shared_contract_fixture,BLOCKED,"Replace with the canonical RC1 producer fixture or a lossless adapter fixture after applicability and inheritance semantics are resolved.",C,delegation_owner,blocked_delegation_1_1_0_rc1
contracts/examples/format02_visual_quality_evaluation.yaml,vae_owned_fixture,PATCH_REQUIRED,"Add activation, wrong-reading, Feature Contract, and applicable delete-caption evidence tied to a versioned profile.",B,evaluation_authority,mapped_not_patched_batch_a
contracts/examples/format02_visual_production_plan.yaml,vae_owned_fixture,PATCH_REQUIRED,"Preserve the new demand-layer references and pin the expanded evaluation profile and hard gates.",B,vae_contract_owner,mapped_not_patched_batch_a
contracts/examples/format02_visual_repair_contract.yaml,vae_owned_fixture,PATCH_REQUIRED,"Prohibit mutation of the new upstream layers and prove affected constitutional gates are re-evaluated.",B,vae_contract_owner,mapped_not_patched_batch_a
contracts/examples/format02_asset_result_contract.yaml,shared_contract_fixture,BLOCKED,"Reconcile immutable result and lineage references only after the RC1 result migration is authoritative.",C,delegation_owner,blocked_delegation_1_1_0_rc1
templates/VISUAL_ASSET_DEMAND_TEMPLATE.yaml,shared_contract_template,BLOCKED,"The V1.1 authority package leaves this template V1-shaped; do not invent a corrected public template before canonical RC1.",C,delegation_owner,blocked_delegation_1_1_0_rc1
reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/README.md,reference_slice,PATCH_REQUIRED,"Update the evidence inventory and constitutional acceptance-test expectations without claiming executable proof.",B,release_authority,mapped_not_patched_batch_a
reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/contracts/visual_asset_demand.reference.yaml,shared_reference_fixture,BLOCKED,"Must mirror or losslessly adapt the published RC1 demand and include authoritative source applicability.",C,delegation_owner,blocked_delegation_1_1_0_rc1
reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/contracts/visual_quality_evaluation.reference.yaml,vae_owned_reference_fixture,PATCH_REQUIRED,"Mirror the expanded VAE-owned evaluation fixture and profile evidence.",B,evaluation_authority,mapped_not_patched_batch_a
reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/contracts/visual_production_plan.reference.yaml,vae_owned_reference_fixture,PATCH_REQUIRED,"Pin preserved constitutional refs and expanded evaluation gates.",B,vae_contract_owner,mapped_not_patched_batch_a
reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/contracts/visual_repair_contract.reference.yaml,vae_owned_reference_fixture,PATCH_REQUIRED,"Preserve upstream constitutional bindings and add regression-gate evidence.",B,vae_contract_owner,mapped_not_patched_batch_a
reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/contracts/asset_result.reference.yaml,shared_reference_fixture,BLOCKED,"Wait for canonical RC1 result migration and lineage mapping.",C,delegation_owner,blocked_delegation_1_1_0_rc1
reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/benchmarks/BENCHMARK_MANIFEST.yaml,evaluation_benchmark,PATCH_REQUIRED,"Add cases and release gates for missing locks, lineage, non-inference, activation failure, wrong readings, Feature Contracts, and delete-caption behavior.",B,evaluation_authority,mapped_not_patched_batch_a
governance/VISUAL_EVALUATION_PROFILE_REGISTRY.yaml,evaluation_profile_registry,NEW_ARTIFACT,"A versioned VAE-owned profile registry is required to declare applicability, thresholds, hard-gate precedence, and delete-caption policy.",B,evaluation_authority,proposed_not_created
contracts/examples/constitutional-negative/,negative_fixture_set,NEW_ARTIFACT,"Add schema and behavioral fixtures for each amendment acceptance test after shared-boundary cases can use canonical RC1 payloads.",B_and_C,vae_contract_owner,proposed_not_created
docs/contracts/DELEGATION_DEPENDENCY.md,contract_analysis,BLOCKED,"Replace the observed unsigned 1.0.0-rc.2 analysis with a signed 1.1.0-rc.1 pin and preserve the historical RC2 evidence.",C,delegation_owner,blocked_delegation_1_1_0_rc1
docs/contracts/CONTRACT_COMPATIBILITY_MATRIX.yaml,contract_analysis,BLOCKED,"Reconcile every RC1 message, schema hash, producer, consumer, migration, and constitutional field-preservation path.",C,delegation_owner,blocked_delegation_1_1_0_rc1
docs/contracts/ADAPTER_TEST_PLAN.md,contract_test_plan,BLOCKED,"Add exact lossless mappings and negative tests for all new demand layers after canonical RC1 field paths exist.",C,delegation_owner,blocked_delegation_1_1_0_rc1
CROSS_REPO_ISSUES.md,blocker_register,PATCH_REQUIRED,"Add the RC1 constitutional-boundary and authority-package consistency issues while retaining all existing cross-repository blockers.",D,program_owner,mapped_not_patched_batch_a
docs/implementation/EPICS_AND_VERTICAL_STORIES.md,epic_story_baseline,PATCH_REQUIRED,"Patch acceptance for VS-01, VS-02, VS-04, VS-09 through VS-15, VS-17 through VS-22 without changing story ownership or starting implementation.",D,stage4_planning_owner,mapped_not_patched_batch_a
docs/implementation/DEPENDENCY_GRAPH.yaml,planning_baseline,PATCH_REQUIRED,"Add constitutional authority, RC1, evaluation-profile, and owner-decision dependencies while preserving the acyclic Stage 4 graph.",D,stage4_planning_owner,mapped_not_patched_batch_a
docs/implementation/FORMAT02_RELEASE_PLAN.md,release_plan,PATCH_REQUIRED,"Add V1.1 fixture, evaluation, conformance, benchmark, and release-proof exits; retain all existing blockers.",D,release_authority,mapped_not_patched_batch_a
docs/implementation/IMPLEMENTATION_READINESS.md,readiness_baseline,PATCH_REQUIRED,"Add amendment acceptance tests and owner decisions to the FAIL closure register; no existing blocker is removed by Batch A.",D,release_authority,mapped_not_patched_batch_a
CURRENT_PROJECT_STATUS.md,status_baseline,PATCH_REQUIRED,"Refresh only after later patch evidence exists; current FAIL and Stage 5 prohibition remain correct.",D,program_owner,mapped_not_patched_batch_a
validation/STAGE4_BLOCKER_CLOSURE_2026-07-14.md,readiness_evidence,PATCH_REQUIRED,"Preserve as historical closure evidence and append or supersede with a later constitutional re-audit rather than rewriting its results.",D,release_authority,mapped_not_patched_batch_a
MANIFEST.json,package_manifest,PATCH_REQUIRED,"Regenerate after permitted later patches so hashes and file inventory reflect the alignment overlay.",D,release_curator,mapped_not_patched_batch_a
LOCAL_VERIFICATION.json,verification_receipt,PATCH_REQUIRED,"Regenerate only after all later validators run; the historical receipt cannot prove V1.1 alignment.",D,release_curator,mapped_not_patched_batch_a
validation/EMBEDDED_VALIDATOR_RESULT.json,validation_receipt,PATCH_REQUIRED,"Re-run after later PRD, schema, and fixture patches.",D,release_curator,mapped_not_patched_batch_a
validation/PRD_VALIDATION_REPORT.md,validation_report,PATCH_REQUIRED,"Re-run after stable requirement and authority-overlay patches.",D,release_curator,mapped_not_patched_batch_a
validation/SCHEMA_VALIDATION_REPORT.json,validation_report,PATCH_REQUIRED,"Re-run against VAE-owned schemas and canonical RC1 fixtures; include constitutional negative cases.",D,release_curator,mapped_not_patched_batch_a
PROGRAM_STATUS_EXPORT.yaml,program_status,PATCH_REQUIRED,"Publish Batch A FAIL, explicit pre-RC1/post-RC1 split, owner decisions, and continued Stage 5 prohibition.",A,program_owner,updated_batch_a
implementation_code,implementation_scope,DEFERRED,"No implementation or executable product tests are authorized until a later PASS readiness receipt and explicit Stage 5 authorization.",E,implementation_owner,prohibited_in_batch_a
