record_type,id,title,parent,status,requirement_decision_or_gate,applicability,code_evidence,test_evidence,prd_or_schema_evidence,verified_gap,verdict,verdict_blocker
functional_requirement,FR-011,Read directories and archives without mutating sources,"F02 Configured Evidence Workspace, Source Lock, and Saturation",draft_for_review,The Builder must index approved directory and ZIP sources in place while preserving source immutability and recorded hashes.,applicable,"src/cmf_harness_spec_builder/{source_index.py:47-257,saturation.py:72-148,cli.py:112-138}",tests/test_spec_builder_v2.py:115-132,prd/05-features/F02-configured-evidence-workspace.md,"F02: Files and ZIPs are hashed and text is keyword-indexed; target-specific profiles, authoritative roles, stable specimen IDs, media normalization, conflicts, measurable saturation, and typed outcomes are absent.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-012,Require a real target candidate boundary,"F02 Configured Evidence Workspace, Source Lock, and Saturation",draft_for_review,The exact target candidate must resolve to a real accessible directory or another target type explicitly supported by its profile; internal archive paths may not be treated as traversable directories without deterministic extraction.,applicable,"src/cmf_harness_spec_builder/{source_index.py:47-257,saturation.py:72-148,cli.py:112-138}",tests/test_spec_builder_v2.py:115-132,prd/05-features/F02-configured-evidence-workspace.md,"F02: Files and ZIPs are hashed and text is keyword-indexed; target-specific profiles, authoritative roles, stable specimen IDs, media normalization, conflicts, measurable saturation, and typed outcomes are absent.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-013,Create an immutable source lock,"F02 Configured Evidence Workspace, Source Lock, and Saturation",draft_for_review,"The Builder must record source identifiers, canonical paths, cryptographic hashes, sizes, timestamps where available, roles, precedence, and authority status in a Source Lock.",applicable,"src/cmf_harness_spec_builder/{source_index.py:47-257,saturation.py:72-148,cli.py:112-138}",tests/test_spec_builder_v2.py:115-132,prd/05-features/F02-configured-evidence-workspace.md,"F02: Files and ZIPs are hashed and text is keyword-indexed; target-specific profiles, authoritative roles, stable specimen IDs, media normalization, conflicts, measurable saturation, and typed outcomes are absent.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-014,Build a queryable evidence index,"F02 Configured Evidence Workspace, Source Lock, and Saturation",draft_for_review,"The Builder must index relevant files, archive entries, documents, schemas, registries, code, media, and prior implementations with provenance and semantic role metadata.",applicable,"src/cmf_harness_spec_builder/{source_index.py:47-257,saturation.py:72-148,cli.py:112-138}",tests/test_spec_builder_v2.py:115-132,prd/05-features/F02-configured-evidence-workspace.md,"F02: Files and ZIPs are hashed and text is keyword-indexed; target-specific profiles, authoritative roles, stable specimen IDs, media normalization, conflicts, measurable saturation, and typed outcomes are absent.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-015,Inventory every target specimen,"F02 Configured Evidence Workspace, Source Lock, and Saturation",draft_for_review,"The Builder must assign stable IDs, hashes, media types, dimensions or duration, source paths, duplicate relationships, and analysis status to every target specimen.",applicable,"src/cmf_harness_spec_builder/{source_index.py:47-257,saturation.py:72-148,cli.py:112-138}",tests/test_spec_builder_v2.py:115-132,prd/05-features/F02-configured-evidence-workspace.md,"F02: Files and ZIPs are hashed and text is keyword-indexed; target-specific profiles, authoritative roles, stable specimen IDs, media normalization, conflicts, measurable saturation, and typed outcomes are absent.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-016,Evaluate a measurable saturation contract,"F02 Configured Evidence Workspace, Source Lock, and Saturation",draft_for_review,"Each target profile must define the required source coverage, specimen coverage, evidence categories, prior-art inspection, contradiction detection, and traceability conditions needed for saturation.",applicable,"src/cmf_harness_spec_builder/{source_index.py:47-257,saturation.py:72-148,cli.py:112-138}",tests/test_spec_builder_v2.py:115-132,prd/05-features/F02-configured-evidence-workspace.md,"F02: Files and ZIPs are hashed and text is keyword-indexed; target-specific profiles, authoritative roles, stable specimen IDs, media normalization, conflicts, measurable saturation, and typed outcomes are absent.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-017,Classify evidence gaps and authority conflicts,"F02 Configured Evidence Workspace, Source Lock, and Saturation",draft_for_review,"The Builder must distinguish missing evidence, unreadable evidence, sparse target evidence, contradictory sources, contradictory authority, and unresolved provenance.",applicable,"src/cmf_harness_spec_builder/{source_index.py:47-257,saturation.py:72-148,cli.py:112-138}",tests/test_spec_builder_v2.py:115-132,prd/05-features/F02-configured-evidence-workspace.md,"F02: Files and ZIPs are hashed and text is keyword-indexed; target-specific profiles, authoritative roles, stable specimen IDs, media normalization, conflicts, measurable saturation, and typed outcomes are absent.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-018,Issue typed saturation outcomes,"F02 Configured Evidence Workspace, Source Lock, and Saturation",draft_for_review,"The Builder must issue PASS, PASS_WITH_LIMITATIONS, BLOCKED_MISSING_EVIDENCE, BLOCKED_CONTRADICTORY_AUTHORITY, or INSUFFICIENT_TARGET_EVIDENCE with evidence and downstream consequences.",applicable,"src/cmf_harness_spec_builder/{source_index.py:47-257,saturation.py:72-148,cli.py:112-138}",tests/test_spec_builder_v2.py:115-132,prd/05-features/F02-configured-evidence-workspace.md,"F02: Files and ZIPs are hashed and text is keyword-indexed; target-specific profiles, authoritative roles, stable specimen IDs, media normalization, conflicts, measurable saturation, and typed outcomes are absent.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-019,Normalize every visual specimen,F03 Visual Syntax First and Draft Activative Understanding,draft_for_review,"The Builder must deterministically derive stable specimen and frame or slide identities, canvas metadata, aspect ratios, ordering, hashes, and analysis-ready representations.",applicable,src/cmf_harness_spec_builder/source_index.py:185-209,No visual-syntax parser test found in tests/.,prd/05-features/F03-visual-syntax-first.md,"F03: Only image dimensions and file hashes are indexed. No frame/slide extraction, syntax primitives, temporal structure, motif clustering, grammar induction, confidence, provenance, or parser validation exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-020,Detect duplicate and near-duplicate visual evidence,F03 Visual Syntax First and Draft Activative Understanding,draft_for_review,The Builder must calculate exact duplicate relationships and may propose near-duplicate clusters without discarding provenance.,applicable,src/cmf_harness_spec_builder/source_index.py:185-209,No visual-syntax parser test found in tests/.,prd/05-features/F03-visual-syntax-first.md,"F03: Only image dimensions and file hashes are indexed. No frame/slide extraction, syntax primitives, temporal structure, motif clustering, grammar induction, confidence, provenance, or parser validation exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-021,Produce a typed specimen-level visual syntactic parse,F03 Visual Syntax First and Draft Activative Understanding,draft_for_review,"For every visual specimen, the Builder must identify major components, regions, containers, overlays, sequence markers, images, text roles, and category-relevant state elements using a typed schema.",applicable,src/cmf_harness_spec_builder/source_index.py:185-209,No visual-syntax parser test found in tests/.,prd/05-features/F03-visual-syntax-first.md,"F03: Only image dimensions and file hashes are indexed. No frame/slide extraction, syntax primitives, temporal structure, motif clustering, grammar induction, confidence, provenance, or parser validation exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-022,Use a canonical parsing ontology with category adaptations,F03 Visual Syntax First and Draft Activative Understanding,draft_for_review,Visual Syntactic Parsing must use a canonical capability ontology extended by the selected category and format profile rather than one universal vision prompt.,applicable,src/cmf_harness_spec_builder/source_index.py:185-209,No visual-syntax parser test found in tests/.,prd/05-features/F03-visual-syntax-first.md,"F03: Only image dimensions and file hashes are indexed. No frame/slide extraction, syntax primitives, temporal structure, motif clustering, grammar induction, confidence, provenance, or parser validation exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-023,Measure normalized component geometry,F03 Visual Syntax First and Draft Activative Understanding,draft_for_review,Every major spatial component must include validated normalized bounding boxes or an explicit geometry-unavailable status.,applicable,src/cmf_harness_spec_builder/source_index.py:185-209,No visual-syntax parser test found in tests/.,prd/05-features/F03-visual-syntax-first.md,"F03: Only image dimensions and file hashes are indexed. No frame/slide extraction, syntax primitives, temporal structure, motif clustering, grammar induction, confidence, provenance, or parser validation exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-024,Build a spatial relationship graph,F03 Visual Syntax First and Draft Activative Understanding,draft_for_review,"The Builder must record relationships such as alignment, containment, pairing, overlap, anchoring, ordering, gaze, and category-specific scene relations between valid component IDs.",applicable,src/cmf_harness_spec_builder/source_index.py:185-209,No visual-syntax parser test found in tests/.,prd/05-features/F03-visual-syntax-first.md,"F03: Only image dimensions and file hashes are indexed. No frame/slide extraction, syntax primitives, temporal structure, motif clustering, grammar induction, confidence, provenance, or parser validation exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-025,Parse hierarchy and reading order,F03 Visual Syntax First and Draft Activative Understanding,draft_for_review,"The Builder must draft attention hierarchy, reading order, typography roles, color roles, negative-space behavior, and density using evidence-linked fields.",applicable,src/cmf_harness_spec_builder/source_index.py:185-209,No visual-syntax parser test found in tests/.,prd/05-features/F03-visual-syntax-first.md,"F03: Only image dimensions and file hashes are indexed. No frame/slide extraction, syntax primitives, temporal structure, motif clustering, grammar induction, confidence, provenance, or parser validation exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-026,Classify composition variables,F03 Visual Syntax First and Draft Activative Understanding,draft_for_review,"The Builder must classify material visual properties as invariant, controlled variable, content slot, optional component, specimen anomaly, or unknown with confidence and supporting specimens.",applicable,src/cmf_harness_spec_builder/source_index.py:185-209,No visual-syntax parser test found in tests/.,prd/05-features/F03-visual-syntax-first.md,"F03: Only image dimensions and file hashes are indexed. No frame/slide extraction, syntax primitives, temporal structure, motif clustering, grammar induction, confidence, provenance, or parser validation exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-027,Parse temporal syntax for time-based evidence,F03 Visual Syntax First and Draft Activative Understanding,draft_for_review,"For video and animation categories, the Builder must identify appearance, persistence, motion, pose or state change, transition, timing, cut, sonic relation, and disappearance across frames or shots.",applicable,src/cmf_harness_spec_builder/source_index.py:185-209,No visual-syntax parser test found in tests/.,prd/05-features/F03-visual-syntax-first.md,"F03: Only image dimensions and file hashes are indexed. No frame/slide extraction, syntax primitives, temporal structure, motif clustering, grammar induction, confidence, provenance, or parser validation exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-028,Separate BBOX observation from WHY hypotheses,F03 Visual Syntax First and Draft Activative Understanding,draft_for_review,"The Builder must store measured geometry separately from visual-function hypotheses and require evidence, confidence, alternatives, and knowledge status for every proposed WHY.",applicable,src/cmf_harness_spec_builder/source_index.py:185-209,No visual-syntax parser test found in tests/.,prd/05-features/F03-visual-syntax-first.md,"F03: Only image dimensions and file hashes are indexed. No frame/slide extraction, syntax primitives, temporal structure, motif clustering, grammar induction, confidence, provenance, or parser validation exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-029,Induce cross-specimen visual grammar,F03 Visual Syntax First and Draft Activative Understanding,draft_for_review,"After all relevant specimens are parsed, the Builder must compare them to propose persistent instruments, component grammar, variants, optional branches, anomalies, and forbidden mutations.",applicable,src/cmf_harness_spec_builder/source_index.py:185-209,No visual-syntax parser test found in tests/.,prd/05-features/F03-visual-syntax-first.md,"F03: Only image dimensions and file hashes are indexed. No frame/slide extraction, syntax primitives, temporal structure, motif clustering, grammar induction, confidence, provenance, or parser validation exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-030,Draft category-native sequence grammar,F03 Visual Syntax First and Draft Activative Understanding,draft_for_review,"The Builder must propose slide-role, scene-role, state-transition, pacing, and operator grammar appropriate to the selected category and format profile.",applicable,src/cmf_harness_spec_builder/source_index.py:185-209,No visual-syntax parser test found in tests/.,prd/05-features/F03-visual-syntax-first.md,"F03: Only image dimensions and file hashes are indexed. No frame/slide extraction, syntax primitives, temporal structure, motif clustering, grammar induction, confidence, provenance, or parser validation exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-031,Draft Activative hypotheses after syntax,F03 Visual Syntax First and Draft Activative Understanding,draft_for_review,"Only after syntactic and function parsing may the Builder propose recognition mechanism, hidden pressure, viewer role, prediction gap, intended reaction, memetic expression, and wrong-reading risks.",applicable,src/cmf_harness_spec_builder/source_index.py:185-209,No visual-syntax parser test found in tests/.,prd/05-features/F03-visual-syntax-first.md,"F03: Only image dimensions and file hashes are indexed. No frame/slide extraction, syntax primitives, temporal structure, motif clustering, grammar induction, confidence, provenance, or parser validation exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-032,Compare candidate product boundaries,F04 Atomicity Classification and Draft Harness Model,draft_for_review,"The Builder must compare specimens or candidate groups across production promise, persistent visual instrument, composition grammar, state machine, semantic workcell, input contract, asset program, runtime ownership, evaluation failures, and repair behavior.",applicable,"src/cmf_harness_spec_builder/{models.py:51-63,cli.py:140-148}",No atomicity classification or ratification test found in tests/.,prd/05-features/F04-atomicity-draft-harness-model.md,"F04: Atomicity status can be assigned directly; no evidence-linked classifier, rationale packet, draft harness model, partition graph, contradiction handling, or human ratification gate exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-033,Assign one typed atomicity status,F04 Atomicity Classification and Draft Harness Model,draft_for_review,"Each candidate must receive exactly one status: atomic_harness_candidate, variant_of_existing, dish_family_candidate, format_family_only, needs_clustering, needs_partition, or insufficient_evidence.",applicable,"src/cmf_harness_spec_builder/{models.py:51-63,cli.py:140-148}",No atomicity classification or ratification test found in tests/.,prd/05-features/F04-atomicity-draft-harness-model.md,"F04: Atomicity status can be assigned directly; no evidence-linked classifier, rationale packet, draft harness model, partition graph, contradiction handling, or human ratification gate exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-034,Explain merge and split recommendations,F04 Atomicity Classification and Draft Harness Model,draft_for_review,"For every proposed merge or split, the Builder must state what is shared, what differs, whether configuration is sufficient, which evidence supports the conclusion, and which capability or state would break under the alternative.",applicable,"src/cmf_harness_spec_builder/{models.py:51-63,cli.py:140-148}",No atomicity classification or ratification test found in tests/.,prd/05-features/F04-atomicity-draft-harness-model.md,"F04: Atomicity status can be assigned directly; no evidence-linked classifier, rationale packet, draft harness model, partition graph, contradiction handling, or human ratification gate exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-035,Assess wrong-boundary risk,F04 Atomicity Classification and Draft Harness Model,draft_for_review,"The Builder must describe the likely implementation, creative, evaluation, migration, and maintenance consequences if the proposed atomicity decision is wrong.",applicable,"src/cmf_harness_spec_builder/{models.py:51-63,cli.py:140-148}",No atomicity classification or ratification test found in tests/.,prd/05-features/F04-atomicity-draft-harness-model.md,"F04: Atomicity status can be assigned directly; no evidence-linked classifier, rationale packet, draft harness model, partition graph, contradiction handling, or human ratification gate exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-036,Require human atomicity ratification,F04 Atomicity Classification and Draft Harness Model,draft_for_review,"A human Harness Architect must approve, revise, or reject the proposed product boundary before the Builder compiles a Genesis-ready model.",applicable,"src/cmf_harness_spec_builder/{models.py:51-63,cli.py:140-148}",No atomicity classification or ratification test found in tests/.,prd/05-features/F04-atomicity-draft-harness-model.md,"F04: Atomicity status can be assigned directly; no evidence-linked classifier, rationale packet, draft harness model, partition graph, contradiction handling, or human ratification gate exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-037,Compile a Draft Harness Model,F04 Atomicity Classification and Draft Harness Model,draft_for_review,"After atomicity ratification, the Builder must compile a provisional model containing identity, production promise, syntax, composition variables, sequence grammar, draft Activative intelligence, inputs and outputs, capabilities, runtime hypotheses, evaluations, repairs, evidence gaps, and category ownership.",applicable,"src/cmf_harness_spec_builder/{models.py:51-63,cli.py:140-148}",No atomicity classification or ratification test found in tests/.,prd/05-features/F04-atomicity-draft-harness-model.md,"F04: Atomicity status can be assigned directly; no evidence-linked classifier, rationale packet, draft harness model, partition graph, contradiction handling, or human ratification gate exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-038,Mark the Draft Harness Model unratified,F04 Atomicity Classification and Draft Harness Model,draft_for_review,Every constitutional field in the Draft Harness Model must carry authority and knowledge status so provisional hypotheses cannot be mistaken for approved design.,applicable,"src/cmf_harness_spec_builder/{models.py:51-63,cli.py:140-148}",No atomicity classification or ratification test found in tests/.,prd/05-features/F04-atomicity-draft-harness-model.md,"F04: Atomicity status can be assigned directly; no evidence-linked classifier, rationale packet, draft harness model, partition graph, contradiction handling, or human ratification gate exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-039,"Expose gaps, confidence, and alternatives",F04 Atomicity Classification and Draft Harness Model,draft_for_review,"The Draft Harness Model must retain unresolved evidence gaps, confidence, alternative hypotheses, and decisions required rather than compressing them into a falsely certain narrative.",applicable,"src/cmf_harness_spec_builder/{models.py:51-63,cli.py:140-148}",No atomicity classification or ratification test found in tests/.,prd/05-features/F04-atomicity-draft-harness-model.md,"F04: Atomicity status can be assigned directly; no evidence-linked classifier, rationale packet, draft harness model, partition graph, contradiction handling, or human ratification gate exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-040,Freeze the ratified boundary for Genesis,F04 Atomicity Classification and Draft Harness Model,draft_for_review,"Genesis may challenge downstream constitutional fields but may not broaden, merge, or split the approved harness boundary without reopening the atomicity decision and invalidating affected work.",applicable,"src/cmf_harness_spec_builder/{models.py:51-63,cli.py:140-148}",No atomicity classification or ratification test found in tests/.,prd/05-features/F04-atomicity-draft-harness-model.md,"F04: Atomicity status can be assigned directly; no evidence-linked classifier, rationale packet, draft harness model, partition graph, contradiction handling, or human ratification gate exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-041,Define typed Genesis decision nodes,F05 Dependency-Driven Genesis and Human Authority,draft_for_review,"Every Genesis choice must declare a stable decision ID, target-profile applicability, question, rationale, required evidence, dependencies, options, recommendation policy, authority owner, affected IR paths, invalidation edges, and completion rule.",applicable,"src/cmf_harness_spec_builder/{decision_tree.py:188-316,grill_me.py:81-313,models.py:204-330}","tests/test_spec_builder_v2.py:144-209,332-377",prd/05-features/F05-dependency-driven-genesis.md,"F05: Static dependency graphs and question packets exist, but no transactional Genesis checkpoint, descendant invalidation on reopen, source-linked answer compiler, or canonical IR commit exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
functional_requirement,FR-042,Unlock only dependency-ready decisions,F05 Dependency-Driven Genesis and Human Authority,draft_for_review,"The decision engine must expose a node only when its prerequisite evidence, authority, contracts, and earlier decisions are satisfied.",applicable,"src/cmf_harness_spec_builder/{decision_tree.py:188-316,grill_me.py:81-313,models.py:204-330}","tests/test_spec_builder_v2.py:144-209,332-377",prd/05-features/F05-dependency-driven-genesis.md,"F05: Static dependency graphs and question packets exist, but no transactional Genesis checkpoint, descendant invalidation on reopen, source-linked answer compiler, or canonical IR commit exists.",,UNRESOLVED_GOVERNANCE: the applicable AGENTS.md defines no Stage 1 requirement-coverage verdict vocabulary
