spec_id,writing_wave,path,sha256,quality_state,authority_state,build_authority,output_path_class,writer_execution_mode,receipt_result,method_concern
TS-AHP-004,13,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-004.md,771cbdcdc33a6ed7fe175a037740a89181e7c51baa6591ec35c68a9791a24d08,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CHILD_WRITER_OR_PRIOR_RECEIPTED,,
TS-RET-001,13,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-RET-001.md,9cec3cdbb9aafd511703e47f6c7263389b4cc86784cbef6c6c0146404489868d,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CHILD_WRITER_OR_PRIOR_RECEIPTED,,
TS-VAE-BOUND-001,13,CMF_PROGRAM_CONTROL/03_PROGRAM_STATUS/V2_1_SPEC_WRITING_RECOVERY/cross-product-proposals/TS-VAE-BOUND-001.md,c181dd38e2bafbbbea3915ae619902229068361af5d30b69ccc9132e48a21ea4,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,PROGRAM_CONTROL_CROSS_PRODUCT_PROPOSAL,CHILD_WRITER_OR_PRIOR_RECEIPTED,PASS,
TS-EVAL-002,13,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-EVAL-002.md,64c99efc49e60be93aea30e831b0082181f7151d6043e002f1ed5e0c4cac5144,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CHILD_WRITER_OR_PRIOR_RECEIPTED,PASS,
TS-CAR-001,13,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-CAR-001.md,467a160a856f859482521452d3025504bd5e3ef6c21f8305b6831379fb4a56f6,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CHILD_WRITER_OR_PRIOR_RECEIPTED,,
TS-SPV-001,13,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-SPV-001.md,ab8884bbb75649911f36dfda38fd62e0efc9d82dff4594010a8efd4f85877df2,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-VID-003,14,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-003.md,352a41e925897233636021ae0fef947019d57c30b2279f09903a53ed198d796c,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-AHP-005,14,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-005.md,e82cd9d256e5882c3891d70bad3e0fe660610202fd6ffcd5fb350950676d3e6f,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-VID-004,15,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-004.md,b04db0e51f33120419c62d7eb9521a79b337b9858b621d7b66917e30354fb473,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-AHP-006,15,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-006.md,abb1ded22e1d5a93eda93223d50606c8e9dcc96ab78eef147b242a550479e1d9,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-EVAL-003,15,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-EVAL-003.md,2632f1fcceb757a54b8a203b1cacc0c862c9fef1db964bbefcef2e6b67a818c6,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-VID-005,16,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-005.md,a1d4feb2d1a758493af972d132cc92fa4ed81964bafa60ed5d3a282e73418bc4,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-AHP-007,16,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-007.md,0de27ab2d6c84eeeb8a2c1d4a2b44ed6f772b0d0fe4ae2ba1e1ef3bf26822f12,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-CAS-001,16,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-001.md,66afd1423145e6cb050ebcf188181649a35dfc2b0a1c4e01859cbf648ecfb7dc,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-VID-006,17,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-VID-006.md,1b728005e5a072f8504282799a5206759dc6e828de6c99b9da1cb401daed6e9b,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-CAS-002,17,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-002.md,ae8458a925319fcf5fe416c5539b26aaa0852c2f497b78220d7180e480ff1e27,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-BATCH-001,18,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-BATCH-001.md,c6a88bcaed4721a251c73b906ef3d76545c60151b9ce47656a5fdae119999cfc,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-CAS-003,18,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-003.md,2d8642d1b8e7f170732fbd293bc2d86997b3568756c5e686857e9c790f3f5841,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-CAS-004,19,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-004.md,72cece250ffb7e6de8d14012145bba8fc2ed18b917e0ddd99c527159ab215435,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-AIR-018,19,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-018.md,cd817a664a574efe526daccb81d9ee299f3fdeaf9b999710278173423bceb753,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-REL-002,19,CMF_PROGRAM_CONTROL/01_PRODUCT_AUTHORITIES/v2.1-candidates/specs/TS-REL-002.md,18a8bbfe10b45f7f9a7b73d1f68d0dece936ea95ed0450cd6f59360efd342478,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-CAS-005,20,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-005.md,c69d45485d611d8fdd20d098dd99fbaa30c38d8d9915ac79bc9d4b3cf0337fc2,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-AIR-020,20,04_ACTIVATIVE_INTELLIGENCE_RUNTIME/docs/tech-specs/TS-AIR-020.md,b7c7a94f5a79b6db82cf2ba9ccbe7e59364882b50c849d4c30439bd53fff5584,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-CAS-006,21,07_CONSCIOUS_ACTIVATIONS_STUDIO/docs/tech-specs/TS-CAS-006.md,02c053eceb3d71d564fbd20381211252d2476a42bf3f8ffd41055f45616100d3,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-PM-001,21,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-PM-001.md,64506bfbfb1827d630e11ea5f4fc8bd0e3bd5c0d22b41570ce8bcb5b5069cc30,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
TS-AHP-008,22,05_ATOMIC_HARNESS_PIPELINE/docs/tech-specs/TS-AHP-008.md,037a4c75f91228c9fc307da46879e3da0a2fd6b2bfab83bacc2a43cf2beea878,WRITTEN_PENDING_AUDIT,CANDIDATE_NOT_CURRENT,False,DIRECT_PRODUCT_SPEC_PATH,CONTROLLER_RECOVERY_WRITER,PASS,CHILD_AGENT_USAGE_LIMIT_REQUIRED_CONTROLLER_RECOVERY_FOR_THIS_SPEC
